id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,Diffuseur,SVOD,ClassificationSVOD,CodePays
tt16358384,Tulsa King,tvSeries,"Crime, Drama",8.0,98254.0,2022.0,ts320262,3.0,,https://www.paramountplus.com/shows/tulsa-king/video/8LK2bgtpG0IDlyyHddD7VERY7I440cFN/tulsa-king-go-west-old-man?searchReferral=,Paramount+,18,'us'
tt2249007,Ray Donovan,tvSeries,"Crime, Drama",8.3,96792.0,2013.0,ts20040,3.0,12,https://tv.apple.com/fr/show/ray-donovan/umc.cmc.hr7pnm1wbx98w1h3pg7dfbey?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18,'us'
tt2249007,Ray Donovan,tvSeries,"Crime, Drama",8.3,96792.0,2013.0,ts20040,3.0,12,https://www.paramountplus.com/shows/ray-donovan/video/HCU3xzOaT71rOPa2IIBDBPNq_KA8eLcR/ray-donovan-the-bag-or-the-bat?searchReferral=,Paramount+,18,'us'
tt1442462,The Good Wife,tvSeries,"Crime, Drama, Mystery",8.4,86296.0,2009.0,ts21230,4.0,tous publics::(dvd rating),https://www.paramountplus.com/shows/the_good_wife/video/btIHs_X_cr07rhquh_ZYYmsGNebjsaq_/the-good-wife-pilot?searchReferral=,Paramount+,12,'us'
tt1442462,The Good Wife,tvSeries,"Crime, Drama, Mystery",8.4,86296.0,2009.0,ts21230,4.0,tous publics::(dvd rating),https://tv.apple.com/fr/show/the-good-wife/umc.cmc.5ac3g1a14ep4032yihtkw6rck?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-12,'us'
tt4093826,Twin Peaks,tvSeries,"Crime, Drama, Horror",8.5,83168.0,2017.0,ts86729,3.0,12,https://www.paramountplus.com/shows/twin-peaks-the-return/video/d_h_BcWWxcg8pvqemmvjii96cJ_bfJu2/twin-peaks-the-return-part-1?searchReferral=,Paramount+,16,'us'
tt4093826,Twin Peaks,tvSeries,"Crime, Drama, Horror",8.5,83168.0,2017.0,ts86729,3.0,12,https://tv.apple.com/fr/show/twin-peaks--the-return/umc.cmc.1kvvk7ajabdltgnlfkozaymm3?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18,'us'
tt18335752,1923,tvSeries,"Drama, Western",8.3,82219.0,2022.0,ts351915,4.0,12::(self-applied),https://tv.apple.com/fr/show/1923/umc.cmc.mc5ndc1lujemizircm8fxzd?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-12,'us'
tt18335752,1923,tvSeries,"Drama, Western",8.3,82219.0,2022.0,ts351915,4.0,12::(self-applied),https://www.paramountplus.com/shows/1923/video/L9DpFGYM6bnA6L5SgTMl75zgyqxNiZsy/1923-1923?searchReferral=,Paramount+,16,'us'
tt1600194,Hawaii Five-0,tvSeries,"Action, Crime, Drama",7.4,81005.0,2010.0,ts21543,4.0,10,https://tv.apple.com/fr/show/hawaii-5-0/umc.cmc.waz12njcnole5s6ms2y5zs00?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-16,'us'
tt1600194,Hawaii Five-0,tvSeries,"Action, Crime, Drama",7.4,81005.0,2010.0,ts21543,4.0,10,https://www.paramountplus.com/shows/hawaii_five_0/video/03242214-E6E5-6AC8-168C-0124478228C8/hawaii-five-0-mai-ho-oni-i-ka-wai-lana-malie-do-not-disturb-the-water-that-is-tranquil-?searchReferral=,Paramount+,16,'us'
tt7440726,Your Honor,tvSeries,"Crime, Drama, Thriller",7.6,76655.0,2020.0,ts87959,3.0,tous publics,https://tv.apple.com/fr/show/your-honor/umc.cmc.1dmuuj2ejlx54k7nr5uvhos4a?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18,'us'
tt7440726,Your Honor,tvSeries,"Crime, Drama, Thriller",7.6,76655.0,2020.0,ts87959,3.0,tous publics,https://www.paramountplus.com/shows/your-honor/video/Z4NJKjo4Za_zJw8dXlrptzI4zTmOCHwF/your-honor-part-one?searchReferral=,Paramount+,16,'us'
tt13111078,Lioness,tvSeries,"Action, Drama, Thriller",7.8,73562.0,2023.0,ts259735,4.0,,https://tv.apple.com/fr/show/operations-speciales-lioness/umc.cmc.2nwpw31kplbh2q575x24geppc?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18,'us'
tt13111078,Lioness,tvSeries,"Action, Drama, Thriller",7.8,73562.0,2023.0,ts259735,4.0,,https://www.paramountplus.com/shows/lioness/video/FM1_GjRVm8a4M5g1lLEa8T3NfVq_lUAf/lioness-sacrificial-soldiers?searchReferral=,Paramount+,16,'us'
tt12327578,Star Trek: Strange New Worlds,tvSeries,"Action, Adventure, Sci-Fi",8.3,64523.0,2022.0,ts237563,4.0,18,https://tv.apple.com/fr/show/star-trek-strange-new-worlds/umc.cmc.1o10sclnk0t945h2mtuolocip?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-10,"'ca', 'us'"
tt12327578,Star Trek: Strange New Worlds,tvSeries,"Action, Adventure, Sci-Fi",8.3,64523.0,2022.0,ts237563,4.0,18,https://www.paramountplus.com/shows/star-trek-strange-new-worlds/video/T1RECkiRnUYhhYQJczK9fk_OFq4Bt2P5/star-trek-strange-new-worlds-strange-new-worlds?searchReferral=,Paramount+,16,"'ca', 'us'"
tt0244365,Star Trek: Enterprise,tvSeries,"Action, Adventure, Drama",7.5,61859.0,2001.0,ts21605,4.0,tous publics,https://tv.apple.com/fr/show/star-trek-enterprise/umc.cmc.10fdo1qpaj8u46zk0bo082gc7?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,Tout public,'us'
tt0244365,Star Trek: Enterprise,tvSeries,"Action, Adventure, Drama",7.5,61859.0,2001.0,ts21605,4.0,tous publics,https://www.paramountplus.com/shows/enterprise/video/1476843824/enterprise-broken-bow-part-1?searchReferral=,Paramount+,12,'us'
tt11712058,Mayor of Kingstown,tvSeries,"Crime, Drama, Thriller",8.1,61190.0,2021.0,ts224255,4.0,12,https://www.paramountplus.com/shows/mayor-of-kingstown/video/Kwe1AWYSsDfDsCrztx2Oo_nUPYhjQr8C/mayor-of-kingstown-the-mayor-of-kingstown?searchReferral=,Paramount+,16,'us'
