id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,CodePays
tt1504320,The King's Speech,movie,"Biography, Drama, History",8.0,721561.0,2010.0,tm92034,3.0,tous publics,"'us', 'gb'"
tt0451279,Wonder Woman,movie,"Action, Adventure, Fantasy",7.3,720040.0,2017.0,tm11937,3.0,tous publics,"'us', 'cn', 'hk'"
tt0449088,Pirates of the Caribbean: At World's End,movie,"Action, Adventure, Fantasy",7.1,719487.0,2007.0,tm84873,1.0,tous publics,'us'
tt3748528,Rogue One: A Star Wars Story,movie,"Action, Adventure, Sci-Fi",7.8,718732.0,2016.0,tm202481,1.0,tous publics,'us'
tt0330373,Harry Potter and the Goblet of Fire,movie,"Adventure, Family, Fantasy",7.7,717574.0,2005.0,tm178628,3.0,tous publics avec avertissement,"'gb', 'us'"
tt0107048,Groundhog Day,movie,"Comedy, Drama, Fantasy",8.0,716497.0,1993.0,tm182885,3.0,tous publics,'us'
tt1856101,Blade Runner 2049,movie,"Action, Drama, Mystery",8.0,713675.0,2017.0,tm239091,3.0,tous publics avec avertissement,"'us', 'ca', 'es'"
tt5463162,Deadpool 2,movie,"Action, Adventure, Comedy",7.6,713031.0,2018.0,tm239698,1.0,12,"'us', 'ca'"
tt0369610,Jurassic World,movie,"Action, Adventure, Sci-Fi",6.9,702103.0,2015.0,tm142876,1.0,tous publics avec avertissement,"'us', 'ca'"
tt1798709,Her,movie,"Drama, Romance, Sci-Fi",8.0,701794.0,2013.0,tm169422,1.0,tous publics,'us'
tt0418279,Transformers,movie,"Action, Adventure, Sci-Fi",7.1,697207.0,2007.0,tm74317,4.0,tous publics,'us'
tt0099785,Home Alone,movie,"Comedy, Family",7.7,696295.0,1990.0,tm155184,1.0,tous publics,'us'
tt2527336,Star Wars: Episode VIII - The Last Jedi,movie,"Action, Adventure, Fantasy",6.9,695384.0,2017.0,tm8,1.0,tous publics,'us'
tt0988045,Sherlock Holmes,movie,"Action, Adventure, Mystery",7.6,690518.0,2009.0,tm154187,3.0,tous publics,"'us', 'de'"
tt2294629,Frozen,movie,"Adventure, Animation, Comedy",7.4,688647.0,2013.0,tm181359,1.0,tous publics,'us'
tt0454876,Life of Pi,movie,"Adventure, Drama, Fantasy",7.9,685186.0,2012.0,tm63441,1.0,tous publics,"'us', 'tw', 'gb', 'ca', 'in', 'fr'"
tt1637725,Ted,movie,Comedy,6.9,684047.0,2012.0,tm31827,1.0,tous publics avec avertissement,'us'
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),movie,"Comedy, Drama",7.7,682235.0,2014.0,tm151077,4.0,tous publics,'us'
tt1446714,Prometheus,movie,"Adventure, Mystery, Sci-Fi",7.0,676661.0,2012.0,tm69294,1.0,12,"'gb', 'us'"
tt0120903,X-Men,movie,"Action, Adventure, Sci-Fi",7.3,673362.0,2000.0,tm18191,1.0,tous publics,"'us', 'ca'"
tt0440963,The Bourne Ultimatum,movie,"Action, Mystery, Thriller",8.0,671473.0,2007.0,tm79442,2.0,tous publics,"'us', 'de', 'fr', 'es'"
tt0469494,There Will Be Blood,movie,Drama,8.2,671210.0,2007.0,tm76553,3.0,tous publics avec avertissement,'us'
tt0413300,Spider-Man 3,movie,"Action, Adventure, Sci-Fi",6.3,669087.0,2007.0,tm83839,3.0,tous publics,'us'
