,id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,Diff
258,tt2403776,Shadow and Bone,tvSeries,"Action, Adventure, Drama",7.5,120708.0,2021.0,ts87242,1.0,['https://www.netflix.com/title/80236319']
259,tt2234222,Orphan Black,tvSeries,"Drama, Sci-Fi, Thriller",8.3,120364.0,2013.0,ts20836,0.0,[]
260,tt0439100,Weeds,tvSeries,"Comedy, Crime, Drama",7.9,119758.0,2005.0,ts21446,0.0,[]
261,tt0206512,SpongeBob SquarePants,tvSeries,"Animation, Comedy, Family",8.2,119015.0,1999.0,ts20951,4.0,"['https://tv.apple.com', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.bf290b7f-eee5-448b-9929-6425a0eb082c', 'https://www.mycanal.fr/jeunesse/bob-leponge/h/9298600_50662', 'https://www.paramountplus.com/shows/spongebob-squarepants/video/cdyZDleosYUtHC7OaYpgCRTvUl9ZP34v/spongebob-squarepants-help-wanted-reef-blowers-tea-at-the-treedome?searchReferral=']"
262,tt1869454,Good Omens,tvSeries,"Comedy, Drama, Fantasy",8.0,118936.0,2019.0,ts57328,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.2eb57089-fc1c-d3d0-c5f7-cfcb696e66b5']
263,tt10795658,Alice in Borderland,tvSeries,"Action, Drama, Horror",7.7,118927.0,2020.0,ts219660,1.0,['https://www.netflix.com/title/80200575']
264,tt7908628,What We Do in the Shadows,tvSeries,"Comedy, Fantasy, Horror",8.6,118902.0,2019.0,ts85167,2.0,"['https://www.canalplus.com/series/what-we-do-in-the-shadows/h/11275108_50001', 'https://www.canalplus.com/series/what-we-do-in-the-shadows-saison-1-episode-1/h/11256175_50001?episodeId=11275108_50001']"
265,tt2149175,The Americans,tvSeries,"Crime, Drama, Mystery",8.4,117462.0,2013.0,ts12059,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-americans%2F3RjcKoeWrVYB&subId3=justappsvod']
266,tt1740299,The Man in the High Castle,tvSeries,"Drama, Sci-Fi, Thriller",7.9,117270.0,2015.0,ts21882,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.eeaaa367-aa4d-2c97-078d-8a6e33f00e94']
267,tt9319668,1899,tvSeries,"Drama, Horror, Mystery",7.3,116648.0,2022.0,ts104019,1.0,['https://www.netflix.com/title/80214497']
268,tt1043813,Titans,tvSeries,"Action, Adventure, Crime",7.5,116331.0,2018.0,ts77107,1.0,['https://www.netflix.com/title/80218200']
269,tt0491738,Psych,tvSeries,"Comedy, Crime, Mystery",8.4,116222.0,2006.0,ts21182,0.0,[]
270,tt1553656,Under the Dome,tvSeries,"Drama, Mystery, Sci-Fi",6.5,115904.0,2013.0,ts20845,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.f40ec9f1-bff7-4c7e-94e5-4097648038b7']
271,tt0092400,Married... with Children,tvSeries,Comedy,8.1,114909.0,1987.0,ts22481,0.0,[]
272,tt11743610,The Terminal List,tvSeries,"Action, Drama, Thriller",7.9,114907.0,2022.0,ts233781,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.0c17249c-bd78-474d-9fe7-91edf9b71dfa']
273,tt7569592,Chilling Adventures of Sabrina,tvSeries,"Drama, Fantasy, Horror",7.4,114404.0,2018.0,ts80856,1.0,['https://www.netflix.com/title/80223989']
274,tt14954666,The Idol,tvSeries,"Drama, Music",4.4,114289.0,2023.0,ts312190,3.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.2a0f0a9f-20c0-4d66-905c-64a73f5a9b2a', 'https://play.max.com/video/watch/0cd5ce90-5b69-400a-8701-c6bf042f22ea?utm_source=universal_search', 'https://www.mycanal.fr/series/the-idol/h/40432778_50889']"
275,tt4270492,Billions,tvSeries,Drama,8.3,114280.0,2016.0,ts36962,5.0,"['https://www.canalplus.com/series/billions/h/8723886_50001', 'https://www.canalplus.com/series/billions-saison-4-episode-1/h/11212118_50001?episodeId=11221386_50001', 'https://tv.apple.com', 'https://www.paramountplus.com/shows/billions/video/jhFNPPtWfYb4tK37jXm_jtWn6hpHsEzv/billions-pilot?searchReferral=', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.6bc93133-dc58-4844-8510-c00a5f1d9e90']"
276,tt0460091,My Name Is Earl,tvSeries,Comedy,7.8,113199.0,2005.0,ts22068,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fearl%2F1MEvFfL0xRba&subId3=justappsvod']
277,tt5875444,Slow Horses,tvSeries,"Drama, Thriller",8.3,112770.0,2022.0,ts131317,1.0,['https://tv.apple.com/fr/episode/lechec-est-contagieux/umc.cmc.72legmwolm5ytctyq637r6x0?at=1000l3V2&ct=app_tvplus&itscg=30200&itsct=justwatch_tv_12&playableId=tvs.sbd.4000%3AA0006401001&showId=umc.cmc.2szz3fdt71tl1ulnbp8utgq5o']
278,tt7520794,Russian Doll,tvSeries,"Comedy, Drama, Mystery",7.7,112621.0,2019.0,ts86497,1.0,['https://www.netflix.com/title/80211627']
279,tt8134470,The Undoing,tvMiniSeries,"Crime, Drama, Mystery",7.4,112569.0,2020.0,ts85699,3.0,"['https://play.max.com/video/watch/0e6c1ad7-d9ea-47de-8f6d-ebd698262978?utm_source=universal_search', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.9b2ab2da-2c16-46d6-8e15-c38792416da8', 'https://www.mycanal.fr/series/the-undoing/h/40472529_50889']"
280,tt4532368,DC's Legends of Tomorrow,tvSeries,"Action, Adventure, Drama",6.7,112526.0,2016.0,ts36550,1.0,['https://www.netflix.com/title/80066080']
281,tt0118421,Oz,tvSeries,"Crime, Drama, Thriller",8.7,112279.0,1997.0,ts21707,3.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.373e87a8-b3d2-474e-8292-6a3d816895af', 'https://www.paramountplus.com/shows/oz/video/stZXfvPmQ_67Xs42lyhpHFom57P1Dgh5/oz-the-routine?searchReferral=', 'https://tv.apple.com']"
282,tt11337908,Maid,tvMiniSeries,Drama,8.3,111991.0,2021.0,ts223537,1.0,['https://www.netflix.com/title/81166770']
283,tt5296406,Designated Survivor,tvSeries,"Action, Drama, Mystery",7.4,111087.0,2016.0,ts41956,1.0,['https://www.netflix.com/title/80113647']
284,tt1399664,The Night Manager,tvSeries,"Crime, Drama, Mystery",8.0,110833.0,2016.0,ts41945,1.0,['https://www.primevideo.com/region/fe/detail/0IQX4B70WS4VB5JSB4GBTCACON']
285,tt1548850,Misfits,tvSeries,"Comedy, Drama, Fantasy",8.2,110474.0,2009.0,ts20503,2.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.441e978a-5eee-4ba1-9151-78862af981c1', 'https://play.max.com/video/watch/fef01f19-0a51-44f8-958a-c79b9ed03464?utm_source=universal_search']"
286,tt1845307,2 Broke Girls,tvSeries,Comedy,6.7,109758.0,2011.0,ts16309,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.dea9f6b1-88a7-fac8-e4a0-3ef13f11f316']
287,tt5232792,Lost in Space,tvSeries,"Adventure, Drama, Family",7.3,109644.0,2018.0,ts77398,1.0,['https://www.netflix.com/title/80104198']
288,tt6315640,Atypical,tvSeries,"Comedy, Drama",8.2,109474.0,2017.0,ts56969,1.0,['https://www.netflix.com/title/80117540']
289,tt2879552,11.22.63,tvMiniSeries,"Drama, Mystery, Romance",8.1,109382.0,2016.0,ts38272,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.ad99b7ce-b93a-41e4-9117-0867b5705ac2']
290,tt0804484,Foundation,tvSeries,"Drama, Sci-Fi",7.6,108894.0,2021.0,ts297165,1.0,['https://tv.apple.com/fr/episode/la-paix-de-lempereur/umc.cmc.74vnbednu4gmixy6d5imxxqs5?at=1000l3V2&ct=app_tvplus&itscg=30200&itsct=justwatch_tv_12&playableId=tvs.sbd.4000%3AVFOUN0560101&showId=umc.cmc.5983fipzqbicvrve6jdfep4x3']
291,tt8550800,The Outsider,tvSeries,"Crime, Drama, Horror",7.6,107642.0,2020.0,ts86177,3.0,"['https://play.max.com/video/watch/a7628b24-67f9-4f99-8b94-6c71a8faa4e8?utm_source=universal_search', 'https://www.mycanal.fr/series/the-outsider/h/40431468_50889', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.243f1283-01aa-4421-9a1c-b1041bdc36a2']"
292,tt11041332,Yellowjackets,tvSeries,"Drama, Mystery, Thriller",7.7,106249.0,2021.0,ts228068,5.0,"['https://www.paramountplus.com/shows/yellowjackets/video/hXOv_JVo06AG3BJ21ZT3vlziXmcs9ssv/yellowjackets-pilot?searchReferral=', 'https://www.canalplus.com/series/yellowjackets-saison-2-episode-1/h/21590451_50001?episodeId=21579034_50001', 'https://tv.apple.com', 'https://www.canalplus.com/series/yellowjackets/h/18161346_50001', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.470885a2-c5f3-418c-9856-56ae64bc31cf']"
293,tt5189670,Making a Murderer,tvSeries,"Crime, Documentary",8.5,105968.0,2015.0,ts38204,1.0,['https://www.netflix.com/title/80000770']
294,tt8064302,Dead to Me,tvSeries,"Comedy, Crime, Drama",7.9,105894.0,2019.0,ts82914,1.0,['https://www.netflix.com/title/80219707']
295,tt7949218,See,tvSeries,"Action, Drama, Sci-Fi",7.6,105632.0,2019.0,ts82316,1.0,['https://tv.apple.com/fr/episode/dieu-flamme/umc.cmc.358m7o7uzw238m5kavyktfexu?at=1000l3V2&ct=app_tvplus&itscg=30200&itsct=justwatch_tv_12&playableId=tvs.sbd.4000%3AVSEE00560101&showId=umc.cmc.3s4mgg2y7h95fks9gnc4pw13m']
296,tt0072500,Fawlty Towers,tvSeries,Comedy,8.8,105098.0,1975.0,ts18844,0.0,[]
297,tt5691552,The Orville,tvSeries,"Adventure, Comedy, Drama",8.0,105088.0,2017.0,ts57140,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-orville%2FxJDRPuAtRWxz&subId3=justappsvod']
298,tt9059760,Normal People,tvMiniSeries,"Drama, Romance",8.4,105081.0,2020.0,ts236746,1.0,['https://www.mycanal.fr/series/normal-people/h/15609109_50060']
299,tt0118480,Stargate SG-1,tvSeries,"Action, Adventure, Drama",8.4,105024.0,1997.0,ts22176,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.22b90cbd-03bf-9126-f680-c271b4ca1d94']
300,tt2934286,Halo,tvSeries,"Action, Adventure, Sci-Fi",7.3,104366.0,2022.0,ts43075,5.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.d644d20b-2687-432f-b24e-2f0d459fc59d', 'https://www.paramountplus.com/shows/halo/video/q0V640k2itYEOPoNxm8VHvhC5iPbQLIX/halo-contact?searchReferral=', 'https://www.canalplus.com/series/halo/h/18513773_50001', 'https://tv.apple.com', 'https://www.canalplus.com/series/halo-saison-1-episode-1/h/18525037_50001?episodeId=18513773_50001']"
301,tt9544034,The Family Man,tvSeries,"Action, Comedy, Drama",8.7,104011.0,2019.0,ts221362,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.2cb6867e-4128-f2d8-aa87-a8d47de77735']
302,tt12590266,Cyberpunk: Edgerunners,tvMiniSeries,"Action, Adventure, Animation",8.3,103891.0,2022.0,ts250831,1.0,['https://www.netflix.com/title/81054853']
303,tt3007572,Locke & Key,tvSeries,"Drama, Fantasy, Horror",7.3,103010.0,2020.0,ts87953,1.0,['https://www.netflix.com/title/80241239']
304,tt12004706,Panchayat,tvSeries,"Comedy, Drama",9.0,102917.0,2020.0,ts237536,0.0,[]
305,tt2788432,American Crime Story,tvSeries,"Biography, Crime, Drama",8.4,100922.0,2016.0,ts38356,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Famerican-crime-story%2F1vo8c9OAjanv&subId3=justappsvod']
306,tt5114356,Legion,tvSeries,"Action, Drama, Sci-Fi",8.1,100762.0,2017.0,ts42232,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Flegion%2FhFEVt4yfPHZn&subId3=justappsvod']
307,tt0052520,The Twilight Zone,tvSeries,"Drama, Fantasy, Horror",9.0,100574.0,1959.0,ts84671,0.0,[]
308,tt10233448,Vinland Saga,tvSeries,"Action, Adventure, Animation",8.8,100516.0,2019.0,ts90311,7.0,"['https://www.crunchyroll.com/watch/GWDU8JM1G', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.acb5e20f-5e4a-e434-cfc8-a1391d0b9516', 'https://app.molotov.tv/channel/3/program/1430100', 'https://www.netflix.com/title/81249833', 'https://animationdigitalnetwork.com/video/784-vinland-saga/22957-episode-2', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.0e4a29ad-199f-4cc6-bcbf-6adcffa8b877', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.80d4a3ed-21d5-4ed1-b3f4-054b29da3ec2']"
309,tt15677150,Shrinking,tvSeries,"Comedy, Drama",8.1,100225.0,2023.0,ts314105,1.0,['https://tv.apple.com/fr/episode/pile-ou-face/umc.cmc.2nmknji13kpwmbmt4ydxh95in?at=1000l3V2&ct=app_tvplus&itscg=30200&itsct=justwatch_tv_12&playableId=tvs.sbd.4000%3AA0080801001&showId=umc.cmc.apzybj6eqf6pzccd97kev7bs']
310,tt0362359,The O.C.,tvSeries,"Comedy, Drama, Romance",7.6,100136.0,2003.0,ts21804,3.0,"['https://www.mycanal.fr/series/newport-beach/h/40433516_50889', 'https://play.max.com/video/watch/ce6a2f1b-b181-478b-b3e3-0cb090dab23c?utm_source=universal_search', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.dea9f6d5-7378-fffb-99ef-bcdc95ea2cbb']"
311,tt3530232,Last Week Tonight with John Oliver,tvSeries,"Comedy, News, Talk-Show",8.8,99947.0,2014.0,ts20735,3.0,"['https://play.max.com/video/watch/a05453fa-71bf-4925-bc9d-327918a7763f?utm_source=universal_search', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.131b2076-865f-4c77-b7eb-cd0fde656d5e', 'https://www.mycanal.fr/series/last-week-tonight-with-john-oliver/h/40474310_50889']"
312,tt0106004,Frasier,tvSeries,Comedy,8.2,99585.0,1993.0,ts1208,5.0,"['https://www.paramountplus.com/shows/frasier/video/weJuYa1a8b3TPyD4NAxLoUdWcidyLu4R/frasier-1993-the-good-son-pilot-?searchReferral=', 'https://www.mycanal.fr/series/frasier-2023/h/23125067_50662', 'https://tv.apple.com', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.08b8b2e4-349a-9091-c6ee-dadd89efa977', 'https://www.paramountplus.com/shows/frasier/video/wzVb_jyfvuXUx6v51yfL5pd3StmdSQ6V/frasier-1993-space-quest?searchReferral=']"
313,tt7587890,The Rookie,tvSeries,"Action, Crime, Drama",8.0,98621.0,2018.0,ts81342,3.0,"['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-rookie-le-flic-de-los-angeles%2F7OpWlyExb1ML&subId3=justappsvod', 'https://www.canalplus.com/series/the-rookie-le-flic-de-los-angeles/h/11055747_50055', 'https://www.netflix.com/title/81666165']"
314,tt0312172,Monk,tvSeries,"Comedy, Crime, Drama",8.1,98539.0,2002.0,ts20307,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.20b3d6ff-fdb4-292b-d55c-8b34ca6ecec1']
315,tt8806524,Star Trek: Picard,tvSeries,"Action, Adventure, Drama",7.5,98504.0,2020.0,ts87480,4.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.020631e8-ac2a-4cc6-8b4a-da9cad3bbfbc', 'https://tv.apple.com', 'https://www.paramountplus.com/shows/star-trek-picard/video/oBsEzXoGlW3unR_pmdgYTFE7ejDxmcUg/star-trek-picard-remembrance?searchReferral=', 'https://www.mycanal.fr/series/star-trek-picard/h/21160769_50662']"
316,tt16358384,Tulsa King,tvSeries,"Crime, Drama",8.0,98254.0,2022.0,ts320262,3.0,"['https://www.paramountplus.com/shows/tulsa-king/video/8LK2bgtpG0IDlyyHddD7VERY7I440cFN/tulsa-king-go-west-old-man?searchReferral=', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.44914abb-1bd6-4baa-a743-20ea7952a20f', 'https://tv.apple.com']"
317,tt0112130,Pride and Prejudice,tvMiniSeries,"Drama, Romance",8.8,98180.0,1995.0,ts22171,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.6c75f436-5d59-4f8e-a4a8-e19f47a66bba']
318,tt8421350,Manifest,tvSeries,"Drama, Mystery, Sci-Fi",7.0,98176.0,2018.0,ts81294,1.0,['https://www.netflix.com/title/80241318']
319,tt24053860,The Day of the Jackal,tvSeries,"Action, Crime, Drama",8.1,97937.0,2024.0,ts385816,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.0566c331-3c13-4f8c-a3c8-d91573172d80']
320,tt1220617,The Inbetweeners,tvSeries,Comedy,8.4,97914.0,2008.0,ts20472,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.c4bbc8d3-5c3f-465a-191c-6af9dc8e1e84']
321,tt1561755,Bob's Burgers,tvSeries,"Animation, Comedy",8.2,97800.0,2011.0,ts4060,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fbobs-burgers%2F4CjR6DOjbiCM&subId3=justappsvod']
322,tt0112159,Neon Genesis Evangelion,tvSeries,"Action, Animation, Drama",8.5,97754.0,1995.0,ts20983,1.0,['https://www.netflix.com/title/81033445']
323,tt8714904,Narcos: Mexico,tvSeries,"Crime, Drama",8.3,97751.0,2018.0,ts82526,1.0,['https://www.netflix.com/title/80997085']
324,tt0840196,Skins,tvSeries,Drama,8.2,97102.0,2007.0,ts22034,0.0,[]
325,tt0060028,Star Trek,tvSeries,"Action, Adventure, Drama",8.4,97000.0,1966.0,ts21236,4.0,"['https://www.netflix.com/title/70136140', 'https://tv.apple.com', 'https://www.paramountplus.com/shows/star_trek/video/vnDpwO4ZpMxZzKbgJUmXIGhESkEKD6mD/star-trek-the-original-series-remastered-the-cage?searchReferral=', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.fa4e3e48-23e4-46cb-a45b-29b70d0b5e1d']"
326,tt7134908,Elite,tvSeries,"Crime, Drama, Thriller",7.1,96986.0,2018.0,ts78305,1.0,['https://www.netflix.com/title/80200942']
327,tt2249007,Ray Donovan,tvSeries,"Crime, Drama",8.3,96792.0,2013.0,ts20040,3.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.4621790d-fcad-41a9-a8c5-0b07608d7a10', 'https://www.paramountplus.com/shows/ray-donovan/video/HCU3xzOaT71rOPa2IIBDBPNq_KA8eLcR/ray-donovan-the-bag-or-the-bat?searchReferral=', 'https://tv.apple.com']"
328,tt0121220,Dragon Ball Z,tvSeries,"Action, Adventure, Animation",8.8,96280.0,1989.0,ts20740,3.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.c2334fc1-4f8d-4a9e-a854-f82b42dafbee', 'https://animationdigitalnetwork.com/video/1003-dragon-ball-z/21823-episode-2', 'https://www.crunchyroll.com/watch/G2XU07ZX1']"
329,tt1898069,American Gods,tvSeries,"Drama, Fantasy, Mystery",7.6,96112.0,2017.0,ts12314,0.0,[]
330,tt10293938,Outer Banks,tvSeries,"Action, Crime, Drama",7.5,95640.0,2020.0,ts235655,1.0,['https://www.netflix.com/title/80236318']
331,tt0158552,Charmed,tvSeries,"Drama, Fantasy, Mystery",7.2,95580.0,1998.0,ts81208,0.0,[]
332,tt6077448,Sacred Games,tvSeries,"Action, Crime, Drama",8.5,95298.0,2018.0,ts80959,1.0,['https://www.netflix.com/title/80115328']
333,tt1462059,Falling Skies,tvSeries,"Action, Adventure, Drama",7.1,94894.0,2011.0,ts19031,2.0,"['https://play.max.com/video/watch/511120f5-598a-4cc0-9041-bc4872868c23?utm_source=universal_search', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.8aabde72-255e-487f-bda1-47e6936da120']"
334,tt4288182,Atlanta,tvSeries,"Comedy, Drama, Music",8.6,94283.0,2016.0,ts41930,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fatlanta%2F68sl4qXn1PbA&subId3=justappsvod']
335,tt2071645,The Following,tvSeries,"Crime, Drama, Horror",7.4,93389.0,2013.0,ts11404,0.0,[]
336,tt6524350,Big Mouth,tvSeries,"Animation, Comedy, Romance",7.8,93229.0,2017.0,ts75879,1.0,['https://www.netflix.com/title/80117038']
337,tt0286486,The Shield,tvSeries,"Crime, Drama, Thriller",8.7,93065.0,2002.0,ts22330,0.0,[]
338,tt5626028,My Hero Academia,tvSeries,"Action, Adventure, Animation",8.2,92151.0,2016.0,ts38725,5.0,"['https://www.crunchyroll.com/watch/GRMGQX55R', 'https://animationdigitalnetwork.com/video/405-my-hero-academia/7214-episode-1', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.ebdfa02a-ee9b-4325-baf2-6ce4fa2f616d', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.c4a74afc-a490-474b-81a1-0391ece116ac', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.4bae25af-543c-4b18-a2da-e097ee6b74a3']"
339,tt0247082,CSI: Crime Scene Investigation,tvSeries,"Crime, Drama, Mystery",7.7,91977.0,2000.0,ts18517,0.0,[]
340,tt3475734,Agent Carter,tvSeries,"Action, Adventure, Crime",7.8,91933.0,2015.0,ts21913,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fagent-carter%2F3rh3uclvsNsT&subId3=justappsvod']
341,tt0165581,The King of Queens,tvSeries,Comedy,7.4,91561.0,1998.0,ts22030,0.0,[]
342,tt13309742,Blue Eye Samurai,tvSeries,"Action, Adventure, Animation",8.7,91179.0,2023.0,ts257461,1.0,['https://www.netflix.com/title/81144203']
343,tt0994314,Code Geass,tvSeries,"Action, Animation, Drama",8.7,91122.0,2006.0,ts12787,2.0,"['https://www.crunchyroll.com/watch/GQJUG2D3M', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.8aab9abb-0fbd-7867-40e6-01c1e1d69b68']"
344,tt10813940,Ginny & Georgia,tvSeries,"Comedy, Drama",7.4,91117.0,2021.0,ts279892,1.0,['https://www.netflix.com/title/81025696']
345,tt0368530,One Tree Hill,tvSeries,"Drama, Romance, Sport",7.8,91099.0,2003.0,ts21749,2.0,"['https://play.max.com/video/watch/97adf807-dcfd-4ce6-a7c7-b829249b945d?utm_source=universal_search', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.0eb81258-d111-01ec-b38f-b213ea02541a']"
346,tt5712554,The Grand Tour,tvSeries,"Comedy, Sport, Talk-Show",8.7,90796.0,2016.0,ts39038,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.66ac22fb-00c6-9eb4-9580-d942315e7b29']
347,tt9170108,Raised by Wolves,tvSeries,"Drama, Fantasy, Sci-Fi",7.4,90545.0,2020.0,ts87244,0.0,[]
348,tt1199099,Merlin,tvSeries,"Adventure, Drama, Fantasy",7.9,90342.0,2008.0,ts22189,0.0,[]
349,tt5580146,Maniac,tvMiniSeries,"Comedy, Drama, Sci-Fi",7.6,90333.0,2018.0,ts75097,1.0,['https://www.netflix.com/title/80124522']
350,tt5607976,His Dark Materials,tvSeries,"Adventure, Drama, Fantasy",7.8,90330.0,2019.0,ts74636,3.0,"['https://app.primevideo.com/detail?gti=amzn1.dv.gti.a3ef6ed7-e0b2-47d9-89a7-e6f7b3f99cc4', 'https://www.mycanal.fr/series/his-dark-materials---a-la-croisee-des-mondes/h/40427312_50889', 'https://play.max.com/video/watch/d83b13c5-a0dd-4c58-be0e-52a3eeae0d27?utm_source=universal_search']"
351,tt2654620,The Strain,tvSeries,"Drama, Fantasy, Horror",7.3,90100.0,2014.0,ts20254,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-strain%2F7GIv745QNYvZ&subId3=justappsvod']
352,tt6473300,Mirzapur,tvSeries,"Action, Crime, Thriller",8.4,89654.0,2018.0,ts85612,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.78b38631-4748-5507-f514-0db1463d3a89']
353,tt3502248,Bosch,tvSeries,"Crime, Drama",8.5,89511.0,2014.0,ts14841,2.0,"['https://www.canalplus.com/series/harry-bosch/h/6803232_50076', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.18ab0769-016b-f1b4-90ce-4a5dc75848cf']"
354,tt11823076,Tiger King,tvSeries,"Biography, Crime, Documentary",7.5,89404.0,2020.0,ts227305,1.0,['https://www.netflix.com/title/81115994']
355,tt33503491,When the Phone Rings,tvSeries,"Drama, Mystery, Romance",5.7,89329.0,2024.0,ts432582,1.0,['https://www.netflix.com/title/81912961']
356,tt6517102,Castlevania,tvSeries,"Action, Adventure, Animation",8.3,89151.0,2017.0,ts56261,1.0,['https://www.netflix.com/title/80095241']
357,tt9432978,Kota Factory,tvSeries,"Comedy, Drama",9.0,87884.0,2019.0,ts90621,1.0,['https://www.netflix.com/title/81249783']
358,tt10062292,Never Have I Ever,tvSeries,"Comedy, Drama",7.8,87879.0,2020.0,ts235758,1.0,['https://www.netflix.com/title/80179190']
359,tt14852808,The Watcher,tvSeries,"Drama, Horror, Mystery",6.5,87665.0,2022.0,ts365032,1.0,['https://www.netflix.com/title/81380441']
360,tt1641349,Terra Nova,tvSeries,"Adventure, Drama, Mystery",6.7,87579.0,2011.0,ts20668,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fterra-nova%2F5NqStZ3WEHfe&subId3=justappsvod']
361,tt27528139,Queen Cleopatra,tvMiniSeries,"Documentary, Drama, History",1.2,87037.0,2023.0,ts386450,1.0,['https://www.netflix.com/title/81230204']
362,tt10638036,Heartstopper,tvSeries,"Drama, Romance",8.5,87035.0,2022.0,ts217231,1.0,['https://www.netflix.com/title/81059939']
363,tt8291284,The Peripheral,tvSeries,"Drama, Mystery, Sci-Fi",7.5,86986.0,2022.0,ts222806,1.0,['https://app.primevideo.com/detail?gti=amzn1.dv.gti.69b95a8c-91d9-40ce-b31f-9e01ec3be253']
364,tt8740976,Inventing Anna,tvMiniSeries,Drama,6.9,86577.0,2022.0,ts108385,1.0,['https://www.netflix.com/title/81008305']
365,tt9174558,Dopesick,tvMiniSeries,Drama,8.6,86386.0,2021.0,ts255077,1.0,['https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fdopesick%2FvaEHfF8OZHUP&subId3=justappsvod']
366,tt1442462,The Good Wife,tvSeries,"Crime, Drama, Mystery",8.4,86296.0,2009.0,ts21230,4.0,"['https://app.molotov.tv/channel/45/program/2588', 'https://tv.apple.com', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.3aa9f7a8-38e7-37ca-cd25-2166bd3e0cfb', 'https://www.paramountplus.com/shows/the_good_wife/video/btIHs_X_cr07rhquh_ZYYmsGNebjsaq_/the-good-wife-pilot?searchReferral=']"
