id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,Diffuseur(s)
tt12540080,Dark Desire,tvSeries,"Drama, Mystery, Thriller",6.5,10054.0,2020.0,ts250801,1.0,['https://www.netflix.com/title/81090319']
tt14190592,The Lazarus Project,tvSeries,"Action, Drama, Fantasy",7.3,10039.0,2022.0,ts341648,3.0,"['https://www.mycanal.fr/series/the-lazarus-project/h/20746558_50002', 'https://app.molotov.tv/channel/2326/program/3771995', 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.e1c3fa2a-7ae8-475a-a586-1b484053a71a']"
tt8078816,Something in the Rain,tvSeries,"Drama, Romance",8.0,10030.0,2018.0,ts79997,2.0,"['https://www.kocowa.com/en_us/video/95449351/something-in-the-rain-episode-1', 'https://www.netflix.com/title/80990935']"
tt14650054,Terim,tvMiniSeries,"Biography, Documentary, Sport",6.4,10012.0,2022.0,ts294936,1.0,['https://www.netflix.com/title/81435658']
tt11997646,Conversations with Friends,tvSeries,"Drama, Romance",6.8,9998.0,2022.0,ts225554,1.0,['https://www.canalplus.com/series/conversations-with-friends/h/19444212_50001']
tt13323596,The Long Shadow,tvMiniSeries,"Biography, Crime, Drama",7.7,9987.0,2023.0,ts398071,1.0,['https://www.canalplus.com/series/the-long-shadow/h/25011903_50076']
tt0072564,Space: 1999,tvSeries,"Adventure, Drama, Sci-Fi",7.3,9985.0,1975.0,ts21114,2.0,"['https://app.molotov.tv/channel/21/program/9414', 'https://www.mycanal.fr/series/cosmos-1999/h/5145673_50049']"
tt27853283,Kohrra,tvSeries,"Crime, Drama, Thriller",7.5,9983.0,2023.0,ts395119,1.0,['https://www.netflix.com/title/81443393']
