,id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,Diffuseur,SVOD,ClassificationSVOD
0,tt0944947,Game of Thrones,tvSeries,"Action, Adventure, Drama",9.2,2433876.0,2011.0,ts2,3.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.eeb636ff-9e45-9d69-b5f3-91dd85e00fd4,Prime Video,18+
1,tt0944947,Game of Thrones,tvSeries,"Action, Adventure, Drama",9.2,2433876.0,2011.0,ts2,3.0,12,https://www.mycanal.fr/series/game-of-thrones/h/40425877_50889,MyCanal,-16
2,tt0944947,Game of Thrones,tvSeries,"Action, Adventure, Drama",9.2,2433876.0,2011.0,ts2,3.0,12,https://play.max.com/video/watch/83eca32a-12d2-4e05-8245-e17855c9e390?utm_source=universal_search,MAX,
3,tt0903747,Breaking Bad,tvSeries,"Crime, Drama, Thriller",9.5,2331384.0,2008.0,ts4,1.0,tous publics::(with warning),https://www.netflix.com/title/70143836,Netflix,16+
4,tt4574334,Stranger Things,tvSeries,"Drama, Fantasy, Horror",8.6,1446016.0,2016.0,ts38796,1.0,16::(self-applied),https://www.netflix.com/title/80057281,Netflix,16+
5,tt0108778,Friends,tvSeries,"Comedy, Romance",8.9,1144541.0,1994.0,ts21698,3.0,tous publics,https://play.max.com/video/watch/0e33e070-5a45-425a-b655-9d7a7a6658ba?utm_source=universal_search,MAX,
6,tt0108778,Friends,tvSeries,"Comedy, Romance",8.9,1144541.0,1994.0,ts21698,3.0,tous publics,https://www.mycanal.fr/series/friends/h/40492180_50889,MyCanal,-10
7,tt0108778,Friends,tvSeries,"Comedy, Romance",8.9,1144541.0,1994.0,ts21698,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.784c2427-0f15-4da4-8949-aa9bf384be68,Prime Video,TOUS PUBLICS
8,tt1520211,The Walking Dead,tvSeries,"Drama, Horror, Thriller",8.1,1142193.0,2010.0,ts9,1.0,16,https://www.netflix.com/title/70177057,Netflix,18+
9,tt1475582,Sherlock,tvSeries,"Crime, Drama, Mystery",9.0,1048301.0,2010.0,ts21538,2.0,tous publics,https://www.netflix.com/title/70202589,Netflix,13+
10,tt1475582,Sherlock,tvSeries,"Crime, Drama, Mystery",9.0,1048301.0,2010.0,ts21538,2.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.25fbee69-ed93-4cca-bab4-c8f9f4d3f998,Prime Video,16+
11,tt7366338,Chernobyl,tvMiniSeries,"Drama, History, Thriller",9.3,949728.0,2019.0,ts88632,3.0,12,https://play.max.com/video/watch/21acd328-6298-4928-bb08-e926d776f63d?utm_source=universal_search,MAX,
12,tt7366338,Chernobyl,tvMiniSeries,"Drama, History, Thriller",9.3,949728.0,2019.0,ts88632,3.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.e64942d3-2bb8-438f-adb2-3e5c2b4f48b2,Prime Video,18+
13,tt7366338,Chernobyl,tvMiniSeries,"Drama, History, Thriller",9.3,949728.0,2019.0,ts88632,3.0,12,https://www.mycanal.fr/series/chernobyl/h/40436206_50889,MyCanal,-12
14,tt0898266,The Big Bang Theory,tvSeries,"Comedy, Romance",8.1,908002.0,2007.0,ts12,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.87e8bf22-e8c4-4b2a-9bcb-3b809deaf055,Prime Video,TOUS PUBLICS
15,tt0898266,The Big Bang Theory,tvSeries,"Comedy, Romance",8.1,908002.0,2007.0,ts12,3.0,tous publics,https://www.mycanal.fr/series/the-big-bang-theory/h/40422267_50889,MyCanal,-12
16,tt0898266,The Big Bang Theory,tvSeries,"Comedy, Romance",8.1,908002.0,2007.0,ts12,3.0,tous publics,https://play.max.com/video/watch/da61aef2-e4b6-441a-b2aa-91855ca05dad?utm_source=universal_search,MAX,
17,tt0773262,Dexter,tvSeries,"Crime, Drama, Mystery",8.6,843967.0,2006.0,ts10620,3.0,12,https://www.primevideo.com/detail/0MZFO9CZW2OOYPKLWW8P6NKD0O,Prime Video,18+
19,tt0773262,Dexter,tvSeries,"Crime, Drama, Mystery",8.6,843967.0,2006.0,ts10620,3.0,12,https://www.paramountplus.com/shows/dexter/video/_1ssUsDXSuoUUyItv1b5sLDoihEEC6v0/dexter-dexter?searchReferral=,Paramount+,18
20,tt0773262,Dexter,tvSeries,"Crime, Drama, Mystery",8.6,843967.0,2006.0,ts10620,3.0,12,https://tv.apple.com/fr/show/dexter/umc.cmc.2w8cp3aur89y8id4cfk2engfu?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18
21,tt1190634,The Boys,tvSeries,"Action, Comedy, Crime",8.6,777469.0,2019.0,ts78125,1.0,18,https://app.primevideo.com/detail?gti=amzn1.dv.gti.9ab600aa-6625-b547-cfc0-190e3ad8a27d,Prime Video,18+
22,tt0386676,The Office,tvSeries,Comedy,9.0,775241.0,2005.0,ts21621,2.0,13::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.e8b0291b-34a6-d376-9732-9616a6f352c6,Prime Video,16+
23,tt0386676,The Office,tvSeries,Comedy,9.0,775241.0,2005.0,ts21621,2.0,13::(self-applied),https://www.netflix.com/title/70136120,Netflix,13+
24,tt0460649,How I Met Your Mother,tvSeries,"Comedy, Drama, Romance",8.3,759250.0,2005.0,ts21483,1.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fhow-i-met-your-mother%2F3kpBeRQiKjkq&subId3=justappsvod,Disney+,14+
25,tt3032476,Better Call Saul,tvSeries,"Crime, Drama",9.0,732065.0,2015.0,ts8,1.0,tous publics avec avertissement,https://www.netflix.com/title/80021955,Netflix,16+
26,tt2442560,Peaky Blinders,tvSeries,"Crime, Drama",8.7,711860.0,2013.0,ts20110,2.0,10::(with warning),https://app.primevideo.com/detail?gti=amzn1.dv.gti.24b8776e-16e0-e3e3-67e8-b144e97d7728,Prime Video,18+
27,tt2442560,Peaky Blinders,tvSeries,"Crime, Drama",8.7,711860.0,2013.0,ts20110,2.0,10::(with warning),https://www.netflix.com/title/80002479,Netflix,16+
28,tt2356777,True Detective,tvSeries,"Crime, Drama, Mystery",8.9,703173.0,2014.0,ts20054,3.0,12,https://play.max.com/video/watch/f61493d3-3adf-4b4a-b87d-563d377a88ac?utm_source=universal_search,MAX,
29,tt2356777,True Detective,tvSeries,"Crime, Drama, Mystery",8.9,703173.0,2014.0,ts20054,3.0,12,https://www.mycanal.fr/series/true-detective/h/40439553_50889,MyCanal,-16
30,tt2356777,True Detective,tvSeries,"Crime, Drama, Mystery",8.9,703173.0,2014.0,ts20054,3.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.8b96ae49-3860-49a5-8d15-7bd50c2ef008,Prime Video,18+
31,tt2085059,Black Mirror,tvSeries,"Crime, Drama, Mystery",8.7,693782.0,2011.0,ts278,1.0,16,https://www.netflix.com/title/70264888,Netflix,16+
32,tt10919420,Squid Game,tvSeries,"Action, Drama, Mystery",8.0,663345.0,2021.0,ts220305,1.0,16::(self-applied),https://www.netflix.com/title/81040344,Netflix,16+
33,tt3581920,The Last of Us,tvSeries,"Action, Adventure, Drama",8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://play.max.com/video/watch/dae9e532-3714-4f2e-b758-fb9a13def902?utm_source=universal_search,MAX,
34,tt3581920,The Last of Us,tvSeries,"Action, Adventure, Drama",8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.4da38bd7-53a9-4fde-8a33-6bf9f9f9d116,Prime Video,16+
35,tt3581920,The Last of Us,tvSeries,"Action, Adventure, Drama",8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://www.mycanal.fr/series/the-last-of-us/h/40427679_50889,MyCanal,-16
36,tt2861424,Rick and Morty,tvSeries,"Adventure, Animation, Comedy",9.1,650189.0,2013.0,ts20233,4.0,12,https://www.mycanal.fr/series/rick-and-morty/h/40421495_50889,MyCanal,-16
37,tt2861424,Rick and Morty,tvSeries,"Adventure, Animation, Comedy",9.1,650189.0,2013.0,ts20233,4.0,12,https://www.netflix.com/title/80014749,Netflix,16+
38,tt2861424,Rick and Morty,tvSeries,"Adventure, Animation, Comedy",9.1,650189.0,2013.0,ts20233,4.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.7e026005-b261-4750-97ac-72da097d3437,Prime Video,16+
39,tt2861424,Rick and Morty,tvSeries,"Adventure, Animation, Comedy",9.1,650189.0,2013.0,ts20233,4.0,12,https://play.max.com/video/watch/ef7d1c40-2ecc-471a-81a5-7fe06400240a?utm_source=universal_search,MAX,
40,tt0411008,Lost,tvSeries,"Adventure, Drama, Fantasy",8.3,641221.0,2004.0,ts21848,2.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Flost-les-disparus%2F49VjIYAiy7oh&subId3=justappsvod,Disney+,16+
41,tt0411008,Lost,tvSeries,"Adventure, Drama, Fantasy",8.3,641221.0,2004.0,ts21848,2.0,tous publics,https://www.netflix.com/title/70136118,Netflix,16+
42,tt0455275,Prison Break,tvSeries,"Action, Crime, Drama",8.3,627772.0,2005.0,ts21422,3.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fprison-break%2F7O2SFMVATNe5&subId3=justappsvod,Disney+,16+
43,tt0455275,Prison Break,tvSeries,"Action, Crime, Drama",8.3,627772.0,2005.0,ts21422,3.0,tous publics,https://app.molotov.tv/channel/45/program/42000,MolotovTV,
44,tt0455275,Prison Break,tvSeries,"Action, Crime, Drama",8.3,627772.0,2005.0,ts21422,3.0,tous publics,https://www.netflix.com/title/70140425,Netflix,16+
45,tt8111088,The Mandalorian,tvSeries,"Action, Adventure, Fantasy",8.6,625351.0,2019.0,ts84392,1.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fthe-mandalorian%2F3jLIGMDYINqD&subId3=justappsvod,Disney+,14+
46,tt10048342,The Queen's Gambit,tvMiniSeries,Drama,8.5,617462.0,2020.0,ts89259,1.0,16::(self-applied),https://www.netflix.com/title/80234304,Netflix,16+
47,tt2306299,Vikings,tvSeries,"Action, Adventure, Drama",8.5,617302.0,2013.0,ts22413,1.0,12,https://www.netflix.com/title/70301870,Netflix,16+
48,tt2560140,Attack on Titan,tvSeries,"Action, Adventure, Animation",9.1,610714.0,2013.0,ts20682,5.0,16::(dvd rating),https://animationdigitalnetwork.com/video/662-attaque-des-titans-shingeki-no-kyojin/13074-episode-2,ADN,
49,tt2560140,Attack on Titan,tvSeries,"Action, Adventure, Animation",9.1,610714.0,2013.0,ts20682,5.0,16::(dvd rating),https://www.netflix.com/title/70299043,Netflix,16+
50,tt2560140,Attack on Titan,tvSeries,"Action, Adventure, Animation",9.1,610714.0,2013.0,ts20682,5.0,16::(dvd rating),https://app.primevideo.com/detail?gti=amzn1.dv.gti.28a9f684-21e7-1820-db3f-87f21a0dd1a5,Prime Video,18+
51,tt2560140,Attack on Titan,tvSeries,"Action, Adventure, Animation",9.1,610714.0,2013.0,ts20682,5.0,16::(dvd rating),https://www.crunchyroll.com/series/GR751KNZY/attack-on-titan,Crunchyroll,
52,tt2560140,Attack on Titan,tvSeries,"Action, Adventure, Animation",9.1,610714.0,2013.0,ts20682,5.0,16::(dvd rating),https://app.primevideo.com/detail?gti=amzn1.dv.gti.ccbc22a6-c072-7744-9891-5b4742c69074,Prime Video,18+
53,tt5180504,The Witcher,tvSeries,"Action, Adventure, Drama",7.9,595564.0,2019.0,ts57327,1.0,16::(self-applied),https://www.netflix.com/title/80189685,Netflix,16+
54,tt6468322,Money Heist,tvSeries,"Action, Crime, Drama",8.2,571214.0,2017.0,ts56768,1.0,16,https://www.netflix.com/title/80192098,Netflix,16+
55,tt0185906,Band of Brothers,tvMiniSeries,"Action, Drama, History",9.4,562005.0,2001.0,ts17149,3.0,tous publics::(with warning),https://app.primevideo.com/detail?gti=amzn1.dv.gti.f82f2fa1-1ca3-4bb5-a135-dcee6451b309,Prime Video,18+
56,tt0185906,Band of Brothers,tvMiniSeries,"Action, Drama, History",9.4,562005.0,2001.0,ts17149,3.0,tous publics::(with warning),https://www.mycanal.fr/series/band-of-brothers/h/40428382_50889,MyCanal,-16
57,tt0185906,Band of Brothers,tvMiniSeries,"Action, Drama, History",9.4,562005.0,2001.0,ts17149,3.0,tous publics::(with warning),https://play.max.com/video/watch/2f2fb00b-c1eb-4bd2-a116-8be38f4571ca?utm_source=universal_search,MAX,
58,tt0412142,House,tvSeries,"Drama, Mystery",8.7,558518.0,2004.0,ts22280,3.0,tous publics,https://app.molotov.tv/channel/47/program/1483,MolotovTV,
59,tt0412142,House,tvSeries,"Drama, Mystery",8.7,558518.0,2004.0,ts22280,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.985bb3c2-a248-4124-86c5-b93a81e986b6,Prime Video,18+
60,tt0412142,House,tvSeries,"Drama, Mystery",8.7,558518.0,2004.0,ts22280,3.0,tous publics,https://www.netflix.com/title/70136117,Netflix,16+
61,tt1856010,House of Cards,tvSeries,Drama,8.6,546925.0,2013.0,ts6,1.0,tous publics,https://www.netflix.com/title/70178217,Netflix,16+
62,tt0141842,The Sopranos,tvSeries,"Crime, Drama",9.2,524810.0,1999.0,ts20995,3.0,tous publics,https://www.mycanal.fr/series/les-soprano/h/40427482_50889,MyCanal,-16
63,tt0141842,The Sopranos,tvSeries,"Crime, Drama",9.2,524810.0,1999.0,ts20995,3.0,tous publics,https://play.max.com/video/watch/c0a1a9f6-2b2f-419a-8130-a9d7acbeaef8?utm_source=universal_search,MAX,
64,tt0141842,The Sopranos,tvSeries,"Crime, Drama",9.2,524810.0,1999.0,ts20995,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.02a38ae7-44a8-4040-949f-777f566c58b0,Prime Video,18+
65,tt1442437,Modern Family,tvSeries,"Comedy, Drama, Romance",8.5,516082.0,2009.0,ts20605,1.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fmodern-family%2F6p2yzz9mh8Kp&subId3=justappsvod,Disney+,12+
66,tt0460681,Supernatural,tvSeries,"Drama, Fantasy, Horror",8.4,511939.0,2005.0,ts21465,3.0,16,https://www.mycanal.fr/series/supernatural/h/40431599_50889,MyCanal,-16
67,tt0460681,Supernatural,tvSeries,"Drama, Fantasy, Horror",8.4,511939.0,2005.0,ts21465,3.0,16,https://app.primevideo.com/detail?gti=amzn1.dv.gti.3ea9f699-8c1a-927c-2f88-d2b9900305e3,Prime Video,16+
68,tt0460681,Supernatural,tvSeries,"Drama, Fantasy, Horror",8.4,511939.0,2005.0,ts21465,3.0,16,https://play.max.com/video/watch/ebfbe84f-d962-4de9-803f-c69bec5834e7?utm_source=universal_search,MAX,
69,tt3322312,Daredevil,tvSeries,"Action, Crime, Drama",8.6,505792.0,2015.0,ts21903,1.0,18,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fdaredevil%2F5jKSWL7ZMg50&subId3=justappsvod,Disney+,18+
70,tt2707408,Narcos,tvSeries,"Biography, Crime, Drama",8.7,501151.0,2015.0,ts36631,1.0,12,https://www.netflix.com/title/80025172,Netflix,16+
71,tt5753856,Dark,tvSeries,"Crime, Drama, Mystery",8.7,491627.0,2017.0,ts55668,1.0,16,https://www.netflix.com/title/80100172,Netflix,16+
72,tt11198330,House of the Dragon,tvSeries,"Action, Adventure, Drama",8.3,476235.0,2022.0,ts222558,3.0,12::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.ac541637-f9fc-4f20-8f5a-3975d473fa0e,Prime Video,16+
73,tt11198330,House of the Dragon,tvSeries,"Action, Adventure, Drama",8.3,476235.0,2022.0,ts222558,3.0,12::(self-applied),https://play.max.com/video/watch/847404c3-4390-4195-bf4b-465a8935fd04?utm_source=universal_search,MAX,
74,tt11198330,House of the Dragon,tvSeries,"Action, Adventure, Drama",8.3,476235.0,2022.0,ts222558,3.0,12::(self-applied),https://www.mycanal.fr/series/house-of-the-dragon/h/40425913_50889,MyCanal,-16
75,tt2193021,Arrow,tvSeries,"Action, Adventure, Crime",7.5,454174.0,2012.0,ts17598,3.0,tous publics,https://www.mycanal.fr/series/arrow/h/40507049_50889,MyCanal,-16
76,tt2193021,Arrow,tvSeries,"Action, Adventure, Crime",7.5,454174.0,2012.0,ts17598,3.0,tous publics,https://play.max.com/video/watch/43251b87-fddf-4265-8c71-f05008adcc34?utm_source=universal_search,MAX,
77,tt2193021,Arrow,tvSeries,"Action, Adventure, Crime",7.5,454174.0,2012.0,ts17598,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.5a444fd2-4046-4863-a365-4d4cbdb1401b,Prime Video,16+
78,tt0096697,The Simpsons,tvSeries,"Animation, Comedy",8.6,453543.0,1989.0,ts20711,1.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fles-simpson%2F3ZoBZ52QHb4x&subId3=justappsvod,Disney+,12+
79,tt2802850,Fargo,tvSeries,"Crime, Drama, Thriller",8.8,444888.0,2014.0,ts8345,3.0,tous publics,https://www.canalplus.com/series/fargo-saison-1-episode-1/h/10027927_50001?episodeId=10026448_50001,Canal+,-12
80,tt2802850,Fargo,tvSeries,"Crime, Drama, Thriller",8.8,444888.0,2014.0,ts8345,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.3aa9f7ba-7328-4bc4-422f-a20ba2ad9584,Prime Video,18+
81,tt2802850,Fargo,tvSeries,"Crime, Drama, Thriller",8.8,444888.0,2014.0,ts8345,3.0,tous publics,https://www.canalplus.com/series/fargo/h/10026448_50076,Canal+,-12
82,tt9140554,Loki,tvSeries,"Action, Adventure, Fantasy",8.2,444297.0,2021.0,ts86474,1.0,12,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Floki%2F6pARMvILBGzF&subId3=justappsvod,Disney+,12+
83,tt0877057,Death Note,tvSeries,"Animation, Crime, Drama",8.9,425414.0,2006.0,ts11313,3.0,12::(tv rating),https://www.crunchyroll.com/watch/G4VUQJ21G,Crunchyroll,
84,tt0877057,Death Note,tvSeries,"Animation, Crime, Drama",8.9,425414.0,2006.0,ts11313,3.0,12::(tv rating),https://app.primevideo.com/detail?gti=amzn1.dv.gti.94af1091-bc97-a32b-3fdc-e55b21a4b690,Prime Video,16+
85,tt0877057,Death Note,tvSeries,"Animation, Crime, Drama",8.9,425414.0,2006.0,ts11313,3.0,12::(tv rating),https://www.netflix.com/title/70204970,Netflix,13+
86,tt7631058,The Lord of the Rings: The Rings of Power,tvSeries,"Action, Adventure, Drama",6.9,425217.0,2022.0,ts325752,1.0,13::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.eedf35c9-fa32-4c9f-8516-bfa78ab759de,Prime Video,13+
87,tt0121955,South Park,tvSeries,"Animation, Comedy",8.7,422746.0,1997.0,ts21792,5.0,16,https://app.primevideo.com/detail?gti=amzn1.dv.gti.c32772b2-28a5-4706-9409-4ab4324bf93c,Prime Video,18+
88,tt0121955,South Park,tvSeries,"Animation, Comedy",8.7,422746.0,1997.0,ts21792,5.0,16,https://www.mycanal.fr/jeunesse/south-park/h/18101203_50662,MyCanal,-12
89,tt0121955,South Park,tvSeries,"Animation, Comedy",8.7,422746.0,1997.0,ts21792,5.0,16,https://tv.apple.com/fr/show/south-park/umc.cmc.1n9fnkfiemhayikewq5xitzn6?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-16
90,tt0121955,South Park,tvSeries,"Animation, Comedy",8.7,422746.0,1997.0,ts21792,5.0,16,https://app.molotov.tv/channel/261/program/14303,MolotovTV,
91,tt0121955,South Park,tvSeries,"Animation, Comedy",8.7,422746.0,1997.0,ts21792,5.0,16,https://www.paramountplus.com/shows/south-park/video/sKBdY6WpPnUgNfpg2T9iCVRP3KNqbHxn/south-park-cartman-gets-an-anal-probe?searchReferral=,Paramount+,16
92,tt13443470,Wednesday,tvSeries,"Comedy, Crime, Fantasy",8.0,416742.0,2022.0,ts274631,1.0,13::(self-applied),https://www.netflix.com/title/81231974,Netflix,13+
93,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://www.mycanal.fr/jeunesse/avatar-le-dernier-maitre-de-lair/h/5163853_50662,MyCanal,-10
94,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://app.primevideo.com/detail?gti=amzn1.dv.gti.809aa481-8a12-4cd2-8d0e-85a0125acafe,Prime Video,13+
95,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://www.paramountplus.com/shows/avatar-the-last-airbender/video/tgZjahkueAbb4Vx8sKXzc3_93fAqgzNO/avatar-the-last-airbender-the-boy-in-the-iceberg?searchReferral=,Paramount+,6
96,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://tv.apple.com/fr/show/avatar--le-dernier-maitre-de-lair/umc.cmc.4d38ljozi439j6g8e5m5o2bv5?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,Tout public
97,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://app.primevideo.com/detail?gti=amzn1.dv.gti.85bfb805-1b72-4fa0-9512-f29492aeb5dd,Prime Video,TOUS PUBLICS
98,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://animationdigitalnetwork.com/video/803-avatar-maitre-air-airbender-livre-1-eau,ADN,
99,tt0417299,Avatar: The Last Airbender,tvSeries,"Action, Adventure, Animation",9.3,406238.0,2005.0,ts83993,7.0,t,https://www.netflix.com/title/70142405,Netflix,10+
100,tt0306414,The Wire,tvSeries,"Crime, Drama, Thriller",9.3,403330.0,2002.0,ts22047,3.0,tous publics,https://www.mycanal.fr/series/sur-ecoute/h/40427589_50889,MyCanal,-16
101,tt0306414,The Wire,tvSeries,"Crime, Drama, Thriller",9.3,403330.0,2002.0,ts22047,3.0,tous publics,https://play.max.com/video/watch/2bc897ae-593e-489e-be2e-639857ca874a?utm_source=universal_search,MAX,
102,tt0306414,The Wire,tvSeries,"Crime, Drama, Thriller",9.3,403330.0,2002.0,ts22047,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.7145d133-fa9c-4beb-82c7-37f23a419762,Prime Video,18+
103,tt10986410,Ted Lasso,tvSeries,"Comedy, Drama, Sport",8.8,400684.0,2020.0,ts224087,1.0,tous publics,https://tv.apple.com/fr/episode/le-pilote/umc.cmc.zb0yksqtym68hasbq8mj4jwp?at=1000l3V2&ct=app_tvplus&itscg=30200&itsct=justwatch_tv_12&playableId=tvs.sbd.4000%3AVTEDL0560101&showId=umc.cmc.vtoh0mn0xn7t3c643xqonfzy,AppleTV+,-12
104,tt9140560,WandaVision,tvMiniSeries,"Action, Comedy, Drama",7.9,396101.0,2021.0,ts86795,1.0,12::(self-applied),https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fwandavision%2F4SrN28ZjDLwH&subId3=justappsvod,Disney+,12+
105,tt11126994,Arcane,tvSeries,"Action, Adventure, Animation",9.0,395339.0,2021.0,ts222333,1.0,16::(self-applied),https://www.netflix.com/title/81435684,Netflix,16+
106,tt2467372,Brooklyn Nine-Nine,tvSeries,"Comedy, Crime",8.4,394037.0,2013.0,ts11174,1.0,tous publics,https://www.netflix.com/title/70281562,Netflix,13+
107,tt7767422,Sex Education,tvSeries,"Comedy, Drama, Romance",8.2,378893.0,2019.0,ts82915,1.0,16,https://www.netflix.com/title/80197526,Netflix,16+
108,tt0182576,Family Guy,tvSeries,"Animation, Comedy",8.1,377464.0,1999.0,ts3,1.0,10,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Ffamily-guy%2F50eOTyhnHBoi&subId3=justappsvod,Disney+,14+
109,tt3107288,The Flash,tvSeries,"Action, Adventure, Drama",7.5,376981.0,2014.0,ts11188,1.0,tous publics,https://www.netflix.com/title/80027042,Netflix,13+
110,tt4052886,Lucifer,tvSeries,"Crime, Drama, Fantasy",8.0,375645.0,2016.0,ts36147,1.0,10,https://www.netflix.com/title/80057918,Netflix,13+
111,tt5071412,Ozark,tvSeries,"Crime, Drama, Thriller",8.5,370020.0,2017.0,ts53864,1.0,16,https://www.netflix.com/title/80117552,Netflix,16+
112,tt1796960,Homeland,tvSeries,"Crime, Drama, Mystery",8.3,369549.0,2011.0,ts10,1.0,12,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fhomeland%2F4D5i2zrUwRYl&subId3=justappsvod,Disney+,16+
113,tt0098904,Seinfeld,tvSeries,Comedy,8.9,368875.0,1989.0,ts20681,1.0,tous publics::(dvd rating),https://www.netflix.com/title/70153373,Netflix,13+
114,tt5290382,Mindhunter,tvSeries,"Crime, Drama, Mystery",8.6,367537.0,2017.0,ts42405,1.0,16,https://www.netflix.com/title/80114855,Netflix,16+
115,tt1405406,The Vampire Diaries,tvSeries,"Drama, Fantasy, Horror",7.7,366922.0,2009.0,ts21247,4.0,10,https://www.mycanal.fr/series/the-vampire-diaries/h/40431768_50889,MyCanal,-16
116,tt1405406,The Vampire Diaries,tvSeries,"Drama, Fantasy, Horror",7.7,366922.0,2009.0,ts21247,4.0,10,https://app.primevideo.com/detail?gti=amzn1.dv.gti.149977ca-e1a3-433b-bffd-0e8a2f3e0939,Prime Video,18+
117,tt1405406,The Vampire Diaries,tvSeries,"Drama, Fantasy, Horror",7.7,366922.0,2009.0,ts21247,4.0,10,https://play.max.com/video/watch/6160a497-4de7-45ee-be18-acf85dfba1e8?utm_source=universal_search,MAX,
118,tt1405406,The Vampire Diaries,tvSeries,"Drama, Fantasy, Horror",7.7,366922.0,2009.0,ts21247,4.0,10,https://www.netflix.com/title/70143860,Netflix,16+
119,tt0413573,Grey's Anatomy,tvSeries,"Drama, Romance",7.6,359594.0,2005.0,ts21469,3.0,10,https://www.tf1.fr/tf1/greys-anatomy/videos/greys-anatomy-s02-e12-lesprit-de-noel-50158560.html,TF1,
120,tt0413573,Grey's Anatomy,tvSeries,"Drama, Romance",7.6,359594.0,2005.0,ts21469,3.0,10,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fgreys-anatomy%2F6P4ZI3bWwSDj&subId3=justappsvod,Disney+,14+
121,tt0413573,Grey's Anatomy,tvSeries,"Drama, Romance",7.6,359594.0,2005.0,ts21469,3.0,10,https://app.molotov.tv/channel/67/program/659,MolotovTV,
122,tt1844624,American Horror Story,tvSeries,"Drama, Horror, Sci-Fi",7.9,354626.0,2011.0,ts5746,1.0,12,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Famerican-horror-story%2F4yFvVceupA9J&subId3=justappsvod,Disney+,18+
