id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,CodePays
tt1235099,Lie to Me,tvSeries,"Crime, Drama, Mystery",8.0,131751.0,2009.0,ts20615,1.0,tous publics,'us'
tt1870479,The Newsroom,tvSeries,Drama,8.6,130333.0,2012.0,ts21078,3.0,10,'us'
tt7909970,Unbelievable,tvMiniSeries,"Crime, Drama",8.3,129335.0,2019.0,ts221904,1.0,16::(self-applied),'us'
tt2649356,Sharp Objects,tvMiniSeries,"Crime, Drama, Mystery",8.0,129240.0,2018.0,ts55577,3.0,12,'us'
tt1637727,The Killing,tvSeries,"Crime, Drama, Mystery",8.3,129097.0,2011.0,ts21222,3.0,16::(self-applied),"'us', 'ca'"
tt0290978,The Office,tvSeries,"Comedy, Drama",8.5,128349.0,2001.0,ts21621,1.0,16,'gb'
tt1837642,Revenge,tvSeries,"Drama, Mystery, Thriller",7.8,127425.0,2011.0,ts21146,1.0,10,'us'
tt0103359,Batman: The Animated Series,tvSeries,"Action, Adventure, Animation",9.0,127075.0,1992.0,ts13503,2.0,tous publics::(dvd rating),'us'
tt2294189,The Fall,tvSeries,"Crime, Drama, Thriller",8.1,126207.0,2013.0,ts6001,2.0,16,'gb'
tt10857164,Ms. Marvel,tvMiniSeries,"Action, Adventure, Comedy",6.1,125985.0,2022.0,ts219018,1.0,12::(self-applied),'us'
tt4301160,Black Bird,tvMiniSeries,"Biography, Crime, Drama",8.1,125327.0,2022.0,ts343661,1.0,16::(self-applied),'us'
tt1489428,Justified,tvSeries,"Action, Crime, Drama",8.6,125210.0,2010.0,ts21499,1.0,tous publics,'us'
tt0348914,Deadwood,tvSeries,"Crime, Drama, History",8.6,123671.0,2004.0,ts13023,2.0,tous publics::(dvd rating),'us'
tt1305826,Adventure Time,tvSeries,"Action, Adventure, Animation",8.6,123399.0,2010.0,ts10095,4.0,tous publics,"'us', 'hk', 'jp', 'kr', 'de'"
tt2191671,Elementary,tvSeries,"Crime, Drama, Mystery",7.9,123306.0,2012.0,ts3979,4.0,10,'us'
tt13159924,Gen V,tvSeries,"Action, Adventure, Comedy",7.7,122958.0,2023.0,ts259177,1.0,18,"'us', 'gb', 'ca'"
tt6470478,The Good Doctor,tvSeries,Drama,8.0,122881.0,2017.0,ts57118,2.0,10,'us'
tt4635282,The OA,tvSeries,"Drama, Fantasy, Mystery",7.8,122277.0,2016.0,ts53051,1.0,16,'us'
tt4230076,The Defenders,tvMiniSeries,"Action, Adventure, Crime",7.2,121872.0,2017.0,ts37118,1.0,16::(self-applied),'us'
tt2699128,The Leftovers,tvSeries,"Drama, Fantasy, Mystery",8.3,121513.0,2014.0,ts20275,3.0,12,'us'
tt2375692,Black Sails,tvSeries,"Action, Adventure, Drama",8.2,121050.0,2014.0,ts196,1.0,16,"'za', 'us'"
tt14164730,Dexter: New Blood,tvMiniSeries,"Crime, Drama, Mystery",8.0,120893.0,2021.0,ts317220,3.0,12::(self-applied),'us'
tt2403776,Shadow and Bone,tvSeries,"Action, Adventure, Drama",7.5,120708.0,2021.0,ts87242,1.0,16::(self-applied),'us'
tt0206512,SpongeBob SquarePants,tvSeries,"Animation, Comedy, Family",8.2,119015.0,1999.0,ts20951,4.0,tous publics,'us'
tt1869454,Good Omens,tvSeries,"Comedy, Drama, Fantasy",8.0,118936.0,2019.0,ts57328,1.0,16,"'gb', 'us'"
tt10795658,Alice in Borderland,tvSeries,"Action, Drama, Horror",7.7,118927.0,2020.0,ts219660,1.0,16,'jp'
tt7908628,What We Do in the Shadows,tvSeries,"Comedy, Fantasy, Horror",8.6,118902.0,2019.0,ts85167,1.0,12::(self-applied),"'us', 'ca'"
tt2149175,The Americans,tvSeries,"Crime, Drama, Mystery",8.4,117462.0,2013.0,ts12059,1.0,tous publics::(most episodes),'us'
tt1740299,The Man in the High Castle,tvSeries,"Drama, Sci-Fi, Thriller",7.9,117270.0,2015.0,ts21882,1.0,18,"'us', 'gb', 'ca'"
tt9319668,1899,tvSeries,"Drama, Horror, Mystery",7.3,116648.0,2022.0,ts104019,1.0,16::(self-applied),"'de', 'us'"
tt1043813,Titans,tvSeries,"Action, Adventure, Crime",7.5,116331.0,2018.0,ts77107,1.0,16,'us'
tt1553656,Under the Dome,tvSeries,"Drama, Mystery, Sci-Fi",6.5,115904.0,2013.0,ts20845,1.0,tous publics,'us'
tt11743610,The Terminal List,tvSeries,"Action, Drama, Thriller",7.9,114907.0,2022.0,ts233781,1.0,18,'us'
tt7569592,Chilling Adventures of Sabrina,tvSeries,"Drama, Fantasy, Horror",7.4,114404.0,2018.0,ts80856,1.0,16,'us'
tt4270492,Billions,tvSeries,Drama,8.3,114280.0,2016.0,ts36962,5.0,tous publics,'us'
tt0460091,My Name Is Earl,tvSeries,Comedy,7.8,113199.0,2005.0,ts22068,1.0,tous publics,'us'
tt5875444,Slow Horses,tvSeries,"Drama, Thriller",8.3,112770.0,2022.0,ts131317,1.0,16::(self-applied),"'gb', 'us'"
tt7520794,Russian Doll,tvSeries,"Comedy, Drama, Mystery",7.7,112621.0,2019.0,ts86497,1.0,16,"'us', 'hu'"
tt8134470,The Undoing,tvMiniSeries,"Crime, Drama, Mystery",7.4,112569.0,2020.0,ts85699,3.0,12,'us'
tt4532368,DC's Legends of Tomorrow,tvSeries,"Action, Adventure, Drama",6.7,112526.0,2016.0,ts36550,1.0,tous publics,'us'
tt0118421,Oz,tvSeries,"Crime, Drama, Thriller",8.7,112279.0,1997.0,ts21707,2.0,10,'us'
tt11337908,Maid,tvMiniSeries,Drama,8.3,111991.0,2021.0,ts223537,1.0,16::(self-applied),"'us', 'gb'"
tt5296406,Designated Survivor,tvSeries,"Action, Drama, Mystery",7.4,111087.0,2016.0,ts41956,1.0,13::(self-applied),'us'
tt1399664,The Night Manager,tvSeries,"Crime, Drama, Mystery",8.0,110833.0,2016.0,ts41945,1.0,10,"'gb', 'us'"
tt1548850,Misfits,tvSeries,"Comedy, Drama, Fantasy",8.2,110474.0,2009.0,ts20503,2.0,tous publics,'gb'
tt1845307,2 Broke Girls,tvSeries,Comedy,6.7,109758.0,2011.0,ts16309,1.0,10,'us'
tt5232792,Lost in Space,tvSeries,"Adventure, Drama, Family",7.3,109644.0,2018.0,ts77398,1.0,7::(self-applied),'us'
tt6315640,Atypical,tvSeries,"Comedy, Drama",8.2,109474.0,2017.0,ts56969,1.0,13::(self-applied),'us'
tt2879552,11.22.63,tvMiniSeries,"Drama, Mystery, Romance",8.1,109382.0,2016.0,ts38272,1.0,18,'us'
tt0804484,Foundation,tvSeries,"Drama, Sci-Fi",7.6,108894.0,2021.0,ts297165,1.0,12,"'ie', 'us'"
tt8550800,The Outsider,tvSeries,"Crime, Drama, Horror",7.6,107642.0,2020.0,ts86177,3.0,16,'us'
tt11041332,Yellowjackets,tvSeries,"Drama, Mystery, Thriller",7.7,106249.0,2021.0,ts228068,5.0,16,'us'
tt5189670,Making a Murderer,tvSeries,"Crime, Documentary",8.5,105968.0,2015.0,ts38204,1.0,16,'us'
tt8064302,Dead to Me,tvSeries,"Comedy, Crime, Drama",7.9,105894.0,2019.0,ts82914,1.0,13::(self-applied),'us'
tt7949218,See,tvSeries,"Action, Drama, Sci-Fi",7.6,105632.0,2019.0,ts82316,1.0,12,'us'
tt5691552,The Orville,tvSeries,"Adventure, Comedy, Drama",8.0,105088.0,2017.0,ts57140,1.0,tous publics,'us'
tt9059760,Normal People,tvMiniSeries,"Drama, Romance",8.4,105081.0,2020.0,ts236746,1.0,16::(self-applied),"'ie', 'gb', 'us'"
tt0118480,Stargate SG-1,tvSeries,"Action, Adventure, Drama",8.4,105024.0,1997.0,ts22176,1.0,tous publics,"'us', 'ca'"
tt9544034,The Family Man,tvSeries,"Action, Comedy, Drama",8.7,104011.0,2019.0,ts221362,1.0,16,'in'
tt12590266,Cyberpunk: Edgerunners,tvMiniSeries,"Action, Adventure, Animation",8.3,103891.0,2022.0,ts250831,1.0,16::(self-applied),"'jp', 'us'"
tt3007572,Locke & Key,tvSeries,"Drama, Fantasy, Horror",7.3,103010.0,2020.0,ts87953,1.0,13::(self-applied),"'ca', 'us'"
tt2788432,American Crime Story,tvSeries,"Biography, Crime, Drama",8.4,100922.0,2016.0,ts38356,1.0,12,'us'
tt5114356,Legion,tvSeries,"Action, Drama, Sci-Fi",8.1,100762.0,2017.0,ts42232,1.0,12,'us'
tt10233448,Vinland Saga,tvSeries,"Action, Adventure, Animation",8.8,100516.0,2019.0,ts90311,6.0,13::(self-applied),'jp'
tt15677150,Shrinking,tvSeries,"Comedy, Drama",8.1,100225.0,2023.0,ts314105,1.0,10::(self-applied),'us'
tt0362359,The O.C.,tvSeries,"Comedy, Drama, Romance",7.6,100136.0,2003.0,ts21804,3.0,tous publics,'us'
tt3530232,Last Week Tonight with John Oliver,tvSeries,"Comedy, News, Talk-Show",8.8,99947.0,2014.0,ts20735,3.0,10,'us'
tt0106004,Frasier,tvSeries,Comedy,8.2,99585.0,1993.0,ts407546,2.0,tous publics,'us'
tt7587890,The Rookie,tvSeries,"Action, Crime, Drama",8.0,98621.0,2018.0,ts81342,3.0,10,'us'
tt0312172,Monk,tvSeries,"Comedy, Crime, Drama",8.1,98539.0,2002.0,ts20307,1.0,tous publics,'us'
tt8806524,Star Trek: Picard,tvSeries,"Action, Adventure, Drama",7.5,98504.0,2020.0,ts87480,4.0,18,'us'
tt0112130,Pride and Prejudice,tvMiniSeries,"Drama, Romance",8.8,98180.0,1995.0,ts22171,1.0,tous publics,'gb'
tt8421350,Manifest,tvSeries,"Drama, Mystery, Sci-Fi",7.0,98176.0,2018.0,ts81294,1.0,tous publics,'us'
tt1220617,The Inbetweeners,tvSeries,Comedy,8.4,97914.0,2008.0,ts20472,1.0,18,'gb'
tt1561755,Bob's Burgers,tvSeries,"Animation, Comedy",8.2,97800.0,2011.0,ts4060,1.0,10,'us'
tt0112159,Neon Genesis Evangelion,tvSeries,"Action, Animation, Drama",8.5,97754.0,1995.0,ts20983,1.0,12::(dvd rating),'jp'
tt8714904,Narcos: Mexico,tvSeries,"Crime, Drama",8.3,97751.0,2018.0,ts82526,1.0,18,'us'
tt0060028,Star Trek,tvSeries,"Action, Adventure, Drama",8.4,97000.0,1966.0,ts21236,3.0,tous publics,'us'
tt7134908,Elite,tvSeries,"Crime, Drama, Thriller",7.1,96986.0,2018.0,ts78305,1.0,16,'es'
tt2249007,Ray Donovan,tvSeries,"Crime, Drama",8.3,96792.0,2013.0,ts20040,3.0,12,'us'
tt9815454,Unorthodox,tvMiniSeries,Drama,8.0,96455.0,2020.0,ts225522,1.0,13::(self-applied),'de'
tt10293938,Outer Banks,tvSeries,"Action, Crime, Drama",7.5,95640.0,2020.0,ts235655,1.0,13::(self-applied),'us'
tt0158552,Charmed,tvSeries,"Drama, Fantasy, Mystery",7.2,95580.0,1998.0,ts933,3.0,tous publics,'us'
tt6077448,Sacred Games,tvSeries,"Action, Crime, Drama",8.5,95298.0,2018.0,ts80959,1.0,16,"'in', 'us'"
tt1462059,Falling Skies,tvSeries,"Action, Adventure, Drama",7.1,94894.0,2011.0,ts19031,2.0,10,"'us', 'ca'"
tt4288182,Atlanta,tvSeries,"Comedy, Drama, Music",8.6,94283.0,2016.0,ts41930,1.0,12,'us'
tt6524350,Big Mouth,tvSeries,"Animation, Comedy, Romance",7.8,93229.0,2017.0,ts75879,1.0,16,"'us', 'ca', 'kr'"
tt5626028,My Hero Academia,tvSeries,"Action, Adventure, Animation",8.2,92151.0,2016.0,ts38725,5.0,10::(dvd rating),'jp'
tt3475734,Agent Carter,tvSeries,"Action, Adventure, Crime",7.8,91933.0,2015.0,ts21913,1.0,tous publics,'us'
tt0994314,Code Geass,tvSeries,"Action, Animation, Drama",8.7,91122.0,2006.0,ts12787,2.0,13::(self-applied),'jp'
tt10813940,Ginny & Georgia,tvSeries,"Comedy, Drama",7.4,91117.0,2021.0,ts279892,1.0,16::(self-applied),'us'
tt0368530,One Tree Hill,tvSeries,"Drama, Romance, Sport",7.8,91099.0,2003.0,ts21749,2.0,tous publics,'us'
tt5712554,The Grand Tour,tvSeries,"Comedy, Sport, Talk-Show",8.7,90796.0,2016.0,ts39038,1.0,16,"'gb', 'us'"
tt5580146,Maniac,tvMiniSeries,"Comedy, Drama, Sci-Fi",7.6,90333.0,2018.0,ts75097,1.0,16::(self-applied),'us'
tt5607976,His Dark Materials,tvSeries,"Adventure, Drama, Fantasy",7.8,90330.0,2019.0,ts74636,3.0,10,"'gb', 'us'"
tt2654620,The Strain,tvSeries,"Drama, Fantasy, Horror",7.3,90100.0,2014.0,ts20254,1.0,16,"'us', 'mx'"
tt6473300,Mirzapur,tvSeries,"Action, Crime, Thriller",8.4,89654.0,2018.0,ts85612,1.0,18::(self-applied),'in'
tt3502248,Bosch,tvSeries,"Crime, Drama",8.5,89511.0,2014.0,ts14841,2.0,tous publics,'us'
tt11823076,Tiger King,tvSeries,"Biography, Crime, Documentary",7.5,89404.0,2020.0,ts227305,1.0,16::(self-applied),'us'
tt6517102,Castlevania,tvSeries,"Action, Adventure, Animation",8.3,89151.0,2017.0,ts56261,1.0,18,'us'
tt9432978,Kota Factory,tvSeries,"Comedy, Drama",9.0,87884.0,2019.0,ts90621,1.0,13::(self-applied),'in'
tt10062292,Never Have I Ever,tvSeries,"Comedy, Drama",7.8,87879.0,2020.0,ts235758,1.0,13::(self-applied),'us'
tt14852808,The Watcher,tvSeries,"Drama, Horror, Mystery",6.5,87665.0,2022.0,ts365032,1.0,16::(self-applied),'us'
tt1641349,Terra Nova,tvSeries,"Adventure, Drama, Mystery",6.7,87579.0,2011.0,ts20668,1.0,12::(self-applied),"'au', 'us'"
tt27528139,Queen Cleopatra,tvMiniSeries,"Documentary, Drama, History",1.2,87037.0,2023.0,ts386450,1.0,13::(self-applied),'gb'
tt10638036,Heartstopper,tvSeries,"Drama, Romance",8.5,87035.0,2022.0,ts217231,1.0,7::(self-applied),'gb'
tt8291284,The Peripheral,tvSeries,"Drama, Mystery, Sci-Fi",7.5,86986.0,2022.0,ts222806,1.0,16::(self-applied),'us'
tt8740976,Inventing Anna,tvMiniSeries,Drama,6.9,86577.0,2022.0,ts108385,1.0,16::(self-applied),'us'
tt9174558,Dopesick,tvMiniSeries,Drama,8.6,86386.0,2021.0,ts255077,1.0,16::(self-applied),'us'
tt1442462,The Good Wife,tvSeries,"Crime, Drama, Mystery",8.4,86296.0,2009.0,ts21230,4.0,tous publics::(dvd rating),'us'
tt0489974,Carnival Row,tvSeries,"Crime, Drama, Fantasy",7.7,85871.0,2019.0,ts146916,1.0,18::(self-applied),'us'
tt5516154,Godless,tvMiniSeries,"Action, Drama, Western",8.2,85852.0,2017.0,ts75151,1.0,16::(self-applied),'us'
tt9698442,Behind Her Eyes,tvMiniSeries,"Drama, Mystery, Thriller",7.2,85377.0,2021.0,ts102086,1.0,16::(self-applied),'gb'
tt0758790,The Tudors,tvSeries,"Drama, History, Romance",8.1,84507.0,2007.0,ts22054,1.0,tous publics::(dvd rating),"'ie', 'ca', 'us', 'gb'"
tt7826376,Upload,tvSeries,"Comedy, Mystery, Sci-Fi",7.8,83950.0,2020.0,ts87778,2.0,16::(self-applied),'us'
tt4093826,Twin Peaks,tvSeries,"Crime, Drama, Horror",8.5,83168.0,2017.0,ts86729,3.0,12,'us'
tt1910272,Steins;Gate,tvSeries,"Animation, Comedy, Drama",8.8,82806.0,2011.0,ts22244,2.0,13::(self-applied),'jp'
tt4189022,Ash vs Evil Dead,tvSeries,"Action, Comedy, Horror",8.4,82762.0,2015.0,ts36885,1.0,16,"'nz', 'us'"
tt18335752,1923,tvSeries,"Drama, Western",8.3,82219.0,2022.0,ts351915,4.0,12::(self-applied),'us'
tt13833978,The Lincoln Lawyer,tvSeries,"Crime, Drama, Mystery",7.8,81910.0,2022.0,ts271450,1.0,13::(self-applied),'us'
tt0434665,Bleach,tvSeries,"Action, Adventure, Animation",8.2,81870.0,2004.0,ts15151,1.0,tous publics,'jp'
tt2189461,Marco Polo,tvSeries,"Action, Adventure, Drama",7.9,81867.0,2014.0,ts20280,1.0,16::(self-applied),'us'
tt1837576,Scandal,tvSeries,"Drama, Thriller",7.7,81801.0,2012.0,ts21036,2.0,10::(itunes),'us'
tt3339966,Unbreakable Kimmy Schmidt,tvSeries,Comedy,7.5,81365.0,2015.0,ts21885,1.0,13::(self-applied),'us'
tt4474344,Blindspot,tvSeries,"Action, Crime, Drama",7.3,81309.0,2015.0,ts36815,2.0,10,'us'
tt0810788,Burn Notice,tvSeries,"Action, Crime, Drama",8.0,81136.0,2007.0,ts17823,2.0,tous publics,'us'
tt0112178,Star Trek: Voyager,tvSeries,"Action, Adventure, Drama",7.9,81045.0,1995.0,ts22477,3.0,tous publics,'us'
tt1733785,The Bridge,tvSeries,"Crime, Mystery, Thriller",8.6,81018.0,2011.0,ts15770,1.0,12,"'se', 'dk', 'de', 'no'"
tt1600194,Hawaii Five-0,tvSeries,"Action, Crime, Drama",7.4,81005.0,2010.0,ts21543,4.0,10,'us'
tt17677860,Presumed Innocent,tvSeries,"Crime, Drama, Mystery",7.7,80708.0,2024.0,ts328373,1.0,16,'us'
tt14153790,Velma,tvSeries,"Adventure, Animation, Comedy",1.6,80517.0,2023.0,ts283518,2.0,18,"'us', 'kr'"
tt19854762,Hijack,tvSeries,"Drama, Thriller",7.4,80434.0,2023.0,ts346878,1.0,12::(self-applied),"'gb', 'us'"
tt0412253,Veronica Mars,tvSeries,"Crime, Drama, Mystery",8.3,80383.0,2004.0,ts22460,1.0,tous publics::(dvd rating),'us'
tt1723816,Girls,tvSeries,"Comedy, Drama",7.4,80315.0,2012.0,ts21041,2.0,12,'us'
tt17491088,The Diplomat,tvSeries,"Drama, Thriller",8.0,80294.0,2023.0,ts356311,1.0,13::(self-applied),"'gb', 'us'"
tt3718778,Over the Garden Wall,tvMiniSeries,"Adventure, Animation, Comedy",8.7,80294.0,2014.0,ts20079,3.0,10,'us'
tt5580540,Santa Clarita Diet,tvSeries,"Comedy, Horror",7.8,80117.0,2017.0,ts53545,1.0,16,'us'
tt7772588,For All Mankind,tvSeries,"Drama, Sci-Fi",8.1,79405.0,2019.0,ts89431,1.0,tous publics,'us'
tt14169960,All of Us Are Dead,tvSeries,"Action, Drama, Fantasy",7.6,78846.0,2022.0,ts225855,1.0,16::(self-applied),'kr'
tt9446688,I Am Not Okay with This,tvSeries,"Comedy, Drama, Fantasy",7.5,78800.0,2020.0,ts103133,1.0,16::(self-applied),'us'
tt0162065,Angel,tvSeries,"Action, Adventure, Drama",7.9,78333.0,1999.0,ts19074,1.0,10,'us'
tt2891574,Ballers,tvSeries,"Comedy, Drama, Sport",7.8,78193.0,2015.0,ts35552,3.0,10,'us'
tt4635276,Master of None,tvSeries,"Comedy, Drama",8.2,77621.0,2015.0,ts37971,1.0,13::(self-applied),'us'
tt5363918,Disenchantment,tvSeries,"Action, Adventure, Animation",7.2,76794.0,2018.0,ts72247,1.0,13::(self-applied),'us'
tt7440726,Your Honor,tvSeries,"Crime, Drama, Thriller",7.6,76655.0,2020.0,ts87959,3.0,tous publics,'us'
tt12809988,Sweet Tooth,tvSeries,"Action, Adventure, Drama",7.7,75992.0,2021.0,ts237713,1.0,13::(self-applied),'us'
tt7423538,Ratched,tvSeries,"Crime, Drama, History",7.2,75781.0,2020.0,ts82912,1.0,16,'us'
tt13616990,Chainsaw Man,tvSeries,"Action, Animation, Comedy",8.3,75720.0,2022.0,ts269483,2.0,7,'jp'
tt2304589,Defending Jacob,tvMiniSeries,"Crime, Drama, Mystery",7.8,75177.0,2020.0,ts89301,1.0,tous publics,'us'
tt12411074,Paranormal,tvSeries,"Drama, Fantasy, Horror",8.0,75141.0,2020.0,ts241048,1.0,16::(self-applied),'eg'
tt8690918,Resident Alien,tvSeries,"Comedy, Drama, Mystery",8.1,74942.0,2021.0,ts282248,2.0,10,'us'
tt0106145,Star Trek: Deep Space Nine,tvSeries,"Action, Adventure, Drama",8.1,74222.0,1993.0,ts20927,3.0,13::(self-applied),'us'
tt5421602,Anne with an E,tvSeries,"Drama, Family",8.6,74013.0,2017.0,ts55982,1.0,13,'ca'
tt4145054,Shadowhunters,tvSeries,"Action, Drama, Fantasy",6.5,73983.0,2016.0,ts36194,1.0,13::(self-applied),'us'
tt0374455,Stargate: Atlantis,tvSeries,"Action, Adventure, Drama",8.1,73823.0,2004.0,ts22455,3.0,tous publics,"'ca', 'us'"
tt9612516,Space Force,tvSeries,Comedy,6.7,73486.0,2020.0,ts87453,1.0,13::(self-applied),"'ca', 'us'"
tt3741634,Tokyo Ghoul,tvMiniSeries,"Action, Animation, Drama",7.7,73193.0,2014.0,ts20202,4.0,16::(dvd rating),'jp'
tt0108757,ER,tvSeries,"Drama, Romance",7.9,72833.0,1994.0,ts19648,1.0,tous publics::(dvd rating),'us'
tt0088509,Dragon Ball,tvSeries,"Action, Adventure, Animation",8.5,72189.0,1986.0,ts21560,5.0,tous publics,'jp'
tt9680440,Paatal Lok,tvSeries,"Action, Crime, Drama",8.2,72036.0,2020.0,ts237215,1.0,18::(self-applied),'in'
tt10541088,Clarkson's Farm,tvSeries,"Comedy, Documentary, Reality-TV",9.0,71863.0,2021.0,ts296021,1.0,16::(self-applied),'gb'
tt6156584,Snowpiercer,tvSeries,"Action, Drama, Sci-Fi",6.9,70767.0,2020.0,ts81277,1.0,16::(self-applied),"'us', 'gb'"
tt2177461,A Discovery of Witches,tvSeries,"Drama, Fantasy, Romance",7.8,69700.0,2018.0,ts78865,4.0,10,'gb'
tt4834206,A Series of Unfortunate Events,tvSeries,"Adventure, Comedy, Drama",7.7,69553.0,2017.0,ts39015,1.0,7::(self-applied),'us'
tt3428912,Happy Valley,tvSeries,"Crime, Drama, Thriller",8.5,69517.0,2014.0,ts20116,2.0,16::(self-applied),'gb'
tt14661396,Queen Charlotte: A Bridgerton Story,tvMiniSeries,"Drama, History, Romance",7.6,69516.0,2023.0,ts343696,1.0,18,'us'
tt5651844,Travelers,tvSeries,"Drama, Mystery, Sci-Fi",8.0,68890.0,2016.0,ts42120,1.0,16,"'ca', 'us'"
tt7120662,Derry Girls,tvSeries,Comedy,8.5,68879.0,2018.0,ts77795,1.0,7::(self-applied),'gb'
tt2261391,Chicago Fire,tvSeries,"Action, Drama",8.0,68857.0,2012.0,ts3630,2.0,10,'us'
tt1759761,Veep,tvSeries,Comedy,8.4,68309.0,2012.0,ts20425,3.0,10,'us'
tt0863046,Flight of the Conchords,tvSeries,"Comedy, Music, Musical",8.5,68232.0,2007.0,ts16452,3.0,12,"'us', 'nz'"
tt0866442,Eastbound & Down,tvSeries,"Comedy, Drama, Sport",8.2,67279.0,2009.0,ts2158,3.0,12::(self-applied),'us'
tt11311302,Vikings: Valhalla,tvSeries,"Action, Adventure, Drama",7.3,67011.0,2022.0,ts270910,1.0,16::(self-applied),'us'
tt1710308,Regular Show,tvSeries,"Action, Adventure, Animation",8.6,66783.0,2010.0,ts22225,3.0,tous publics,"'us', 'kr'"
tt5249462,Erased,tvMiniSeries,"Animation, Crime, Drama",8.4,66368.0,2016.0,ts42169,1.0,13::(self-applied),'jp'
tt2402207,The Last Ship,tvSeries,"Action, Drama, Sci-Fi",7.4,66352.0,2014.0,ts20707,1.0,10,'us'
tt9698480,The Stranger,tvMiniSeries,"Crime, Drama, Mystery",7.2,66238.0,2020.0,ts224901,1.0,13::(self-applied),'gb'
tt11318602,Don't F**k with Cats: Hunting an Internet Killer,tvMiniSeries,"Crime, Documentary, Mystery",8.0,66123.0,2019.0,ts223210,1.0,16::(self-applied),'gb'
tt0318871,Berserk,tvSeries,"Action, Adventure, Animation",8.7,65970.0,1997.0,ts345,3.0,16::(dvd rating),"'jp', 'pl'"
tt2647544,Sleepy Hollow,tvSeries,"Action, Adventure, Crime",7.3,65861.0,2013.0,ts20268,1.0,14+::(disney+ rating),'us'
tt5618256,Manhunt,tvSeries,"Biography, Crime, Drama",8.1,65624.0,2017.0,ts58133,1.0,16::(self-applied),'us'
tt1954347,Continuum,tvSeries,"Action, Sci-Fi, Thriller",7.6,65282.0,2012.0,ts10250,2.0,10,'ca'
tt7569576,The Flight Attendant,tvSeries,"Comedy, Drama, Mystery",7.1,65188.0,2020.0,ts302787,3.0,10,'us'
tt0083399,Cheers,tvSeries,"Comedy, Drama",8.0,65116.0,1982.0,ts19522,2.0,tous publics,'us'
tt10888878,Clickbait,tvMiniSeries,"Crime, Drama, Mystery",7.2,65075.0,2021.0,ts300391,1.0,16::(self-applied),"'au', 'us'"
tt1051220,The Shannara Chronicles,tvSeries,"Adventure, Drama, Fantasy",7.1,65067.0,2016.0,ts37810,2.0,12,'us'
tt6474378,Good Girls,tvSeries,"Comedy, Crime, Drama",7.7,65055.0,2018.0,ts57120,1.0,13::(self-applied),'us'
tt8760932,Nine Perfect Strangers,tvSeries,"Drama, Mystery, Thriller",7.0,65014.0,2021.0,ts90492,1.0,13::(self-applied),'us'
tt4428122,Quantico,tvSeries,"Crime, Drama, Mystery",6.7,64955.0,2015.0,ts36545,2.0,tous publics::(dvd rating),'us'
tt12327578,Star Trek: Strange New Worlds,tvSeries,"Action, Adventure, Sci-Fi",8.3,64523.0,2022.0,ts237563,4.0,18,"'ca', 'us'"
tt2640044,Masters of the Air,tvMiniSeries,"Action, Drama, History",7.8,64202.0,2024.0,ts41331,1.0,12,'us'
tt2930604,Star Wars: Rebels,tvSeries,"Action, Adventure, Animation",8.1,63706.0,2014.0,ts20726,1.0,tous publics,'us'
tt19231492,Dark Matter,tvSeries,"Drama, Sci-Fi, Thriller",7.7,63654.0,2024.0,ts35253,1.0,not rated,'us'
tt0278238,Samurai Jack,tvSeries,"Action, Adventure, Animation",8.5,63481.0,2001.0,ts21601,2.0,10,'us'
tt0313043,CSI: Miami,tvSeries,"Action, Crime, Drama",6.5,62974.0,2002.0,ts18569,1.0,10,'us'
tt3566726,Jane the Virgin,tvSeries,"Comedy, Drama",7.8,62539.0,2014.0,ts21367,1.0,tous publics,'us'
tt0852863,Phineas and Ferb,tvSeries,"Action, Adventure, Animation",8.1,62187.0,2007.0,ts22052,1.0,tous publics,"'us', 'cn', 'tw', 'kr'"
tt0445114,Extras,tvSeries,"Comedy, Drama",8.3,62073.0,2005.0,ts3258,2.0,tous publics,"'gb', 'us'"
tt0995832,Generation Kill,tvMiniSeries,"Drama, War",8.4,61965.0,2008.0,ts20599,3.0,10::(self-applied),"'us', 'gb'"
tt3514324,Scorpion,tvSeries,"Action, Crime, Drama",7.0,61963.0,2014.0,ts20773,1.0,10,'us'
tt0244365,Star Trek: Enterprise,tvSeries,"Action, Adventure, Drama",7.5,61859.0,2001.0,ts21605,4.0,tous publics,'us'
tt8179402,Fate: The Winx Saga,tvSeries,"Action, Adventure, Drama",6.8,61697.0,2021.0,ts271888,1.0,16::(internet),"'it', 'gb'"
tt12708542,Star Wars: The Bad Batch,tvSeries,"Action, Adventure, Animation",7.8,61586.0,2021.0,ts251262,1.0,16,'us'
tt3520702,Bloodline,tvSeries,"Drama, Thriller",7.8,61467.0,2015.0,ts18010,1.0,16,'us'
tt11712058,Mayor of Kingstown,tvSeries,"Crime, Drama, Thriller",8.1,61190.0,2021.0,ts224255,4.0,12,'us'
tt14986406,Bleach: Thousand-Year Blood War,tvSeries,"Action, Adventure, Animation",9.0,61065.0,2022.0,ts369296,1.0,16,'jp'
tt8415836,Guillermo del Toro's Cabinet of Curiosities,tvSeries,"Drama, Horror, Mystery",7.0,60823.0,2022.0,ts85187,1.0,16::(self-applied),"'us', 'mx', 'fr', 'ca'"
tt4047038,Dirk Gently's Holistic Detective Agency,tvSeries,"Action, Adventure, Comedy",8.1,60264.0,2016.0,ts42108,1.0,16::(netflix),'us'
